0		3897.196262	1093.37082
0.0021		4789.719626	1326.583397
0.0052		5299.065421	1530.848258
0.013		5528.037383	1834.459503
0.033		4883.17757	1460.959233
0.082		5462.616822	1669.764163
0.20		5598.130841	1472.256316
0.51		5443.925234	1514.021549
1.3		6359.813084	1907.950004
3.2		6186.915888	1746.57159
8.0		6056.074766	1797.378737
20		6406.542056	1857.189574
50		7018.691589	1601.043069
