0		3114.278216	1139.771366
0.0021		2917.078403	869.2526244
0.0052		2833.392289	956.9528073
0.013		2866.437692	965.7541534
0.033		3242.032475	1257.469421
0.082		3236.213015	1055.700482
0.20		3316.019489	1176.365814
0.51		3325.764232	1145.694099
1.3		3701.290551	1253.225387
3.2		4139.050858	1498.841461
8.0		3915.378208	1435.299171
20		4049.636569	1786.1531
50		3662.539795	1288.454415
