# x_val	p(x)
0.000000e+00	9.229131e-02
2.100000e-03	7.824732e-02
5.200000e-03	7.415648e-02
1.300000e-02	7.315534e-02
3.300000e-02	7.653411e-02
8.200000e-02	7.332772e-02
2.000000e-01	7.418566e-02
5.100000e-01	7.396959e-02
1.300000e+00	7.582954e-02
3.200000e+00	7.478290e-02
8.000000e+00	7.406995e-02
2.000000e+01	7.613813e-02
5.000000e+01	8.331196e-02
