# x_val	p(x)
0.000000e+00	3.354486e-02
2.100000e-03	3.339241e-02
5.200000e-03	1.277902e-01
1.300000e-02	1.260249e-01
3.300000e-02	3.329302e-02
8.200000e-02	1.291674e-01
2.000000e-01	1.319144e-01
5.100000e-01	3.406992e-02
1.300000e+00	9.188551e-02
3.200000e+00	8.254625e-02
8.000000e+00	1.033369e-01
2.000000e+01	3.557000e-02
5.000000e+01	3.746433e-02
