Response	Normalized_PDF
-0.02665189656	0.004249291785
0.003294336312	0.00283286119
0.03324056919	0.01841359773
0.06318680206	0.01699716714
0.09313303494	0.01841359773
0.1230792678	0.02549575071
0.1530255007	0.0269121813
0.1829717336	0.03116147309
0.2129179664	0.05382436261
0.2428641993	0.05240793201
0.2728104322	0.03966005666
0.3027566651	0.0566572238
0.3327028979	0.05099150142
0.3626491308	0.07223796034
0.3925953637	0.06515580737
0.4225415966	0.04390934844
0.4524878294	0.05382436261
0.4824340623	0.05240793201
0.5123802952	0.05099150142
0.5423265281	0.03824362606
0.5722727609	0.03966005666
0.6022189938	0.0283286119
0.6321652267	0.03399433428
0.6621114596	0.01558073654
0.6920576924	0.02407932011
0.7220039253	0.01699716714
0.7519501582	0.01699716714
0.7818963911	0.009915014164
0.8118426239	0.00566572238
0.8417888568	0.00566572238
0.8717350897	0.008498583569
0.9016813226	0.004249291785
0.9316275554	0.004249291785
0.9615737883	0
0.9915200212	0.00283286119
1.021466254	0.004249291785
1.051412487	0
1.08135872	0.001416430595
1.111304953	0
1.141251186	0.00283286119
