SOS_Response	RAF_Response	Normalized_PDF
-0.1320313384	-0.2797484737	0
-0.1320313384	-0.2506213951	0
-0.1320313384	-0.2214943165	0
-0.1320313384	-0.1923672379	0
-0.1320313384	-0.1632401593	0
-0.1320313384	-0.1341130807	0
-0.1320313384	-0.1049860021	0
-0.1320313384	-0.0758589235	0
-0.1320313384	-0.0467318449	0.001416430595
-0.1320313384	-0.0176047663	0
-0.1320313384	0.0115223123	0
-0.1320313384	0.0406493909	0
-0.1320313384	0.0697764695	0
-0.1320313384	0.0989035481	0.001416430595
-0.1320313384	0.1280306267	0
-0.1320313384	0.1571577053	0
-0.1320313384	0.1862847839	0
-0.1320313384	0.2154118625	0
-0.1320313384	0.2445389411	0
-0.1320313384	0.2736660197	0
-0.1320313384	0.3027930983	0
-0.1320313384	0.3319201769	0
-0.1320313384	0.3610472555	0
-0.1320313384	0.3901743341	0
-0.1320313384	0.4193014127	0
-0.1320313384	0.4484284913	0
-0.1320313384	0.4775555699	0
-0.1320313384	0.5066826485	0
-0.1320313384	0.5358097271	0
-0.1320313384	0.5649368057	0
-0.1320313384	0.5940638843	0
-0.1320313384	0.6231909629	0
-0.1320313384	0.6523180415	0
-0.1320313384	0.6814451201	0
-0.1320313384	0.7105721987	0
-0.1320313384	0.7396992773	0
-0.1320313384	0.7688263559	0
-0.1320313384	0.7979534345	0
-0.1320313384	0.8270805131	0
-0.1320313384	0.8562075917	0
-0.1129776852	-0.2797484737	0
-0.1129776852	-0.2506213951	0
-0.1129776852	-0.2214943165	0
-0.1129776852	-0.1923672379	0
-0.1129776852	-0.1632401593	0
-0.1129776852	-0.1341130807	0
-0.1129776852	-0.1049860021	0
-0.1129776852	-0.0758589235	0
-0.1129776852	-0.0467318449	0
-0.1129776852	-0.0176047663	0
-0.1129776852	0.0115223123	0
-0.1129776852	0.0406493909	0
-0.1129776852	0.0697764695	0
-0.1129776852	0.0989035481	0
-0.1129776852	0.1280306267	0
-0.1129776852	0.1571577053	0
-0.1129776852	0.1862847839	0
-0.1129776852	0.2154118625	0
-0.1129776852	0.2445389411	0
-0.1129776852	0.2736660197	0
-0.1129776852	0.3027930983	0
-0.1129776852	0.3319201769	0
-0.1129776852	0.3610472555	0
-0.1129776852	0.3901743341	0
-0.1129776852	0.4193014127	0
-0.1129776852	0.4484284913	0
-0.1129776852	0.4775555699	0
-0.1129776852	0.5066826485	0
-0.1129776852	0.5358097271	0
