Response	Normalized_PDF
-0.06076880984	0.001344086022
-0.03426268151	0
-0.007756553188	0.005376344086
0.01874957514	0.001344086022
0.04525570346	0.01209677419
0.07176183179	0.008064516129
0.09826796011	0.02553763441
0.1247740884	0.04569892473
0.1512802168	0.03897849462
0.1777863451	0.05107526882
0.2042924734	0.06586021505
0.2307986017	0.08064516129
0.2573047301	0.06451612903
0.2838108584	0.05376344086
0.3103169867	0.07123655914
0.336823115	0.07258064516
0.3633292434	0.06182795699
0.3898353717	0.06182795699
0.4163415	0.0564516129
0.4428476283	0.02284946237
0.4693537567	0.03494623656
0.495859885	0.02553763441
0.5223660133	0.02956989247
0.5488721416	0.02822580645
0.57537827	0.01747311828
0.6018843983	0.01209677419
0.6283905266	0.006720430108
0.6548966549	0.008064516129
0.6814027833	0.01612903226
0.7079089116	0.002688172043
0.7344150399	0.001344086022
0.7609211682	0.008064516129
0.7874272966	0.001344086022
0.8139334249	0
0.8404395532	0.001344086022
0.8669456815	0
0.8934518099	0.001344086022
0.9199579382	0.002688172043
0.9464640665	0
0.9729701948	0.001344086022
