Response	Normalized_PDF
-0.2413708045	0.001344086022
-0.2163352754	0
-0.1912997463	0.001344086022
-0.1662642172	0
-0.1412286881	0.001344086022
-0.116193159	0.004032258065
-0.09115762985	0.004032258065
-0.06612210075	0.01209677419
-0.04108657165	0.01747311828
-0.01605104255	0.0188172043
0.00898448655	0.05510752688
0.03402001565	0.08602150538
0.05905554475	0.08333333333
0.08409107385	0.09677419355
0.1091266029	0.1034946237
0.134162132	0.1008064516
0.1591976611	0.0752688172
0.1842331902	0.09139784946
0.2092687193	0.07123655914
0.2343042484	0.03897849462
0.2593397775	0.03494623656
0.2843753066	0.02822580645
0.3094108357	0.01344086022
0.3344463648	0.01344086022
0.3594818939	0.01612903226
0.384517423	0.01075268817
0.4095529521	0.009408602151
0.4345884812	0.002688172043
0.4596240103	0.001344086022
0.4846595394	0.001344086022
0.5096950685	0.002688172043
0.5347305976	0.001344086022
0.5597661267	0
0.5848016558	0
0.6098371849	0
0.634872714	0
0.6599082431	0
0.6849437722	0
0.7099793013	0
0.7350148304	0.001344086022
