Response	Normalized_PDF
-0.007828535925	0.005376344086
0.01215850822	0.01478494624
0.03214555237	0.01478494624
0.05213259653	0.01344086022
0.07211964067	0.0188172043
0.09210668483	0.02016129032
0.112093729	0.0376344086
0.1320807731	0.03360215054
0.1520678173	0.06048387097
0.1720548614	0.08064516129
0.1920419056	0.06451612903
0.2120289497	0.08198924731
0.2320159939	0.06182795699
0.252003038	0.07258064516
0.2719900822	0.06182795699
0.2919771263	0.06182795699
0.3119641705	0.05779569892
0.3319512146	0.05107526882
0.3519382588	0.04838709677
0.3719253029	0.03629032258
0.3919123471	0.02284946237
0.4118993912	0.01747311828
0.4318864354	0.01209677419
0.4518734795	0.01209677419
0.4718605237	0.01209677419
0.4918475678	0.004032258065
0.511834612	0.006720430108
0.5318216561	0.002688172043
0.5518087003	0.005376344086
0.5717957444	0
0.5917827886	0.001344086022
0.6117698327	0.002688172043
0.6317568769	0
0.651743921	0
0.6717309652	0.001344086022
0.6917180093	0
0.7117050535	0
0.7316920976	0
0.7516791418	0
0.7716661859	0.001344086022
