Response	Normalized_PDF
-0.1321346317	0.001344086022
-0.1169441391	0
-0.1017536466	0
-0.08656315399	0
-0.07137266141	0.002688172043
-0.05618216884	0.01075268817
-0.04099167626	0.002688172043
-0.02580118369	0.004032258065
-0.01061069111	0.01612903226
0.004579801463	0.01747311828
0.01977029404	0.03897849462
0.03496078661	0.04032258065
0.05015127919	0.06720430108
0.06534177176	0.09139784946
0.08053226434	0.09274193548
0.09572275691	0.08333333333
0.1109132495	0.08333333333
0.1261037421	0.07392473118
0.1412942346	0.06317204301
0.1564847272	0.05510752688
0.1716752198	0.05241935484
0.1868657124	0.04032258065
0.2020562049	0.03225806452
0.2172466975	0.03360215054
0.2324371901	0.02419354839
0.2476276827	0.01344086022
0.2628181752	0.01209677419
0.2780086678	0.008064516129
0.2931991604	0.009408602151
0.308389653	0.01075268817
0.3235801455	0.006720430108
0.3387706381	0.001344086022
0.3539611307	0.002688172043
0.3691516233	0.001344086022
0.3843421158	0
0.3995326084	0.001344086022
0.414723101	0
0.4299135936	0
0.4451040861	0.001344086022
0.4602945787	0.004032258065
