Response	Normalized_PDF
-0.2628004618	0.001416430595
-0.2349795333	0
-0.2071586048	0
-0.1793376763	0
-0.1515167479	0.001416430595
-0.1236958194	0
-0.09587489091	0
-0.06805396244	0.00283286119
-0.04023303396	0.00283286119
-0.01241210549	0.001416430595
0.01540882299	0.01133144476
0.04322975146	0.008498583569
0.07105067994	0.01133144476
0.09887160841	0.03399433428
0.1266925369	0.04815864023
0.1545134654	0.06515580737
0.1823343938	0.05099150142
0.2101553223	0.07648725212
0.2379762508	0.07223796034
0.2657971793	0.0821529745
0.2936181077	0.06798866856
0.3214390362	0.06657223796
0.3492599647	0.0552407932
0.3770808932	0.06373937677
0.4049018216	0.05382436261
0.4327227501	0.0283286119
0.4605436786	0.03399433428
0.4883646071	0.02549575071
0.5161855355	0.01841359773
0.544006464	0.01699716714
0.5718273925	0.0269121813
0.599648321	0.02124645892
0.6274692494	0.007082152975
0.6552901779	0.01133144476
0.6831111064	0.004249291785
0.7109320349	0.007082152975
0.7387529633	0.007082152975
0.7665738918	0.009915014164
0.7943948203	0.001416430595
0.8222157488	0.00283286119
