Response	Normalized_PDF
-0.2797484737	0.001416430595
-0.2506213951	0.001416430595
-0.2214943165	0
-0.1923672379	0
-0.1632401593	0
-0.1341130807	0
-0.1049860021	0.001416430595
-0.0758589235	0.007082152975
-0.0467318449	0.008498583569
-0.0176047663	0.01133144476
0.0115223123	0.009915014164
0.0406493909	0.02266288952
0.0697764695	0.05099150142
0.0989035481	0.06798866856
0.1280306267	0.06940509915
0.1571577053	0.07932011331
0.1862847839	0.08640226629
0.2154118625	0.08640226629
0.2445389411	0.06515580737
0.2736660197	0.07082152975
0.3027930983	0.06657223796
0.3319201769	0.06798866856
0.3610472555	0.03824362606
0.3901743341	0.03824362606
0.4193014127	0.02549575071
0.4484284913	0.04107648725
0.4775555699	0.02124645892
0.5066826485	0.008498583569
0.5358097271	0.01274787535
0.5649368057	0.009915014164
0.5940638843	0.008498583569
0.6231909629	0.004249291785
0.6523180415	0.004249291785
0.6814451201	0.00566572238
0.7105721987	0.001416430595
0.7396992773	0
0.7688263559	0.00283286119
0.7979534345	0
0.8270805131	0
0.8562075917	0.00283286119
