SOS_Response	RAF_Response	Normalized_PDF
-0.2413708045	-0.1223743222	0
-0.2413708045	-0.0999977726	0
-0.2413708045	-0.077621223	0
-0.2413708045	-0.0552446734	0
-0.2413708045	-0.0328681238	0
-0.2413708045	-0.0104915742	0.001344086022
-0.2413708045	0.0118849754	0
-0.2413708045	0.034261525	0
-0.2413708045	0.0566380746	0
-0.2413708045	0.0790146242	0
-0.2413708045	0.1013911738	0
-0.2413708045	0.1237677234	0
-0.2413708045	0.146144273	0
-0.2413708045	0.1685208226	0
-0.2413708045	0.1908973722	0
-0.2413708045	0.2132739218	0
-0.2413708045	0.2356504714	0
-0.2413708045	0.258027021	0
-0.2413708045	0.2804035706	0
-0.2413708045	0.3027801202	0
-0.2413708045	0.3251566698	0
-0.2413708045	0.3475332194	0
-0.2413708045	0.369909769	0
-0.2413708045	0.3922863186	0
-0.2413708045	0.4146628682	0
-0.2413708045	0.4370394178	0
-0.2413708045	0.4594159674	0
-0.2413708045	0.481792517	0
-0.2413708045	0.5041690666	0
-0.2413708045	0.5265456162	0
-0.2413708045	0.5489221658	0
-0.2413708045	0.5712987154	0
-0.2413708045	0.593675265	0
-0.2413708045	0.6160518146	0
-0.2413708045	0.6384283642	0
-0.2413708045	0.6608049138	0
-0.2413708045	0.6831814634	0
-0.2413708045	0.705558013	0
-0.2413708045	0.7279345626	0
-0.2413708045	0.7503111122	0
-0.2163352754	-0.1223743222	0
-0.2163352754	-0.0999977726	0
-0.2163352754	-0.077621223	0
-0.2163352754	-0.0552446734	0
-0.2163352754	-0.0328681238	0
-0.2163352754	-0.0104915742	0
-0.2163352754	0.0118849754	0
-0.2163352754	0.034261525	0
-0.2163352754	0.0566380746	0
-0.2163352754	0.0790146242	0
-0.2163352754	0.1013911738	0
-0.2163352754	0.1237677234	0
-0.2163352754	0.146144273	0
-0.2163352754	0.1685208226	0
-0.2163352754	0.1908973722	0
-0.2163352754	0.2132739218	0
-0.2163352754	0.2356504714	0
-0.2163352754	0.258027021	0
-0.2163352754	0.2804035706	0
-0.2163352754	0.3027801202	0
-0.2163352754	0.3251566698	0
-0.2163352754	0.3475332194	0
-0.2163352754	0.369909769	0
-0.2163352754	0.3922863186	0
-0.2163352754	0.4146628682	0
-0.2163352754	0.4370394178	0
-0.2163352754	0.4594159674	0
-0.2163352754	0.481792517	0
-0.2163352754	0.5041690666	0
-0.2163352754	0.5265456162	0
-0.2163352754	0.5489221658	0
-0.2163352754	0.5712987154	0
-0.2163352754	0.593675265	0
-0.2163352754	0.6160518146	0
-0.2163352754	0.6384283642	0
-0.2163352754	0.6608049138	0
-0.2163352754	0.6831814634	0
-0.2163352754	0.705558013	0
-0.2163352754	0.7279345626	0
-0.2163352754	0.7503111122	0
-0.1912997463	-0.1223743222	0
-0.1912997463	-0.0999977726	0
-0.1912997463	-0.077621223	0
-0.1912997463	-0.0552446734	0
-0.1912997463	-0.0328681238	0.001344086022
-0.1912997463	-0.0104915742	0
-0.1912997463	0.0118849754	0
-0.1912997463	0.034261525	0
-0.1912997463	0.0566380746	0
-0.1912997463	0.0790146242	0
-0.1912997463	0.1013911738	0
-0.1912997463	0.1237677234	0
-0.1912997463	0.146144273	0
-0.1912997463	0.1685208226	0
-0.1912997463	0.1908973722	0
-0.1912997463	0.2132739218	0
-0.1912997463	0.2356504714	0
-0.1912997463	0.258027021	0
-0.1912997463	0.2804035706	0
-0.1912997463	0.3027801202	0
-0.1912997463	0.3251566698	0
-0.1912997463	0.3475332194	0
-0.1912997463	0.369909769	0
-0.1912997463	0.3922863186	0
