Response	Normalized_PDF
-0.2632791388	0.001416430595
-0.2375325363	0
-0.2117859338	0
-0.1860393313	0
-0.1602927289	0
-0.1345461264	0
-0.1087995239	0.001416430595
-0.08305292144	0.00283286119
-0.05730631896	0
-0.03155971649	0.001416430595
-0.005813114012	0.01416430595
0.01993348846	0.02124645892
0.04568009094	0.03824362606
0.07142669341	0.05099150142
0.09717329589	0.06940509915
0.1229198984	0.07648725212
0.1486665008	0.09490084986
0.1744131033	0.0835694051
0.2001597058	0.07932011331
0.2259063083	0.0821529745
0.2516529107	0.06090651558
0.2773995132	0.06657223796
0.3031461157	0.04249291785
0.3288927182	0.03116147309
0.3546393206	0.03541076487
0.3803859231	0.0269121813
0.4061325256	0.03682719547
0.4318791281	0.01416430595
0.4576257305	0.01558073654
0.483372333	0.009915014164
0.5091189355	0.01841359773
0.534865538	0.007082152975
0.5606121404	0.004249291785
0.5863587429	0
0.6121053454	0.00283286119
0.6378519479	0.00283286119
0.6635985503	0.001416430595
0.6893451528	0.00283286119
0.7150917553	0
0.7408383578	0.00283286119
