Response	Normalized_PDF
-0.08161508618	0.001416430595
-0.06156918053	0.001416430595
-0.04152327488	0.00283286119
-0.02147736923	0.00283286119
-0.001431463575	0.00566572238
0.01861444208	0.01558073654
0.03866034773	0.02266288952
0.05870625338	0.03116147309
0.07875215903	0.03824362606
0.09879806468	0.03966005666
0.1188439703	0.04532577904
0.138889876	0.06657223796
0.1589357816	0.05099150142
0.1789816873	0.07648725212
0.1990275929	0.08640226629
0.2190734986	0.07365439093
0.2391194042	0.07082152975
0.2591653099	0.06090651558
0.2792112155	0.06373937677
0.2992571212	0.0552407932
0.3193030268	0.0566572238
0.3393489325	0.03257790368
0.3593948381	0.01841359773
0.3794407438	0.01699716714
0.3994866494	0.009915014164
0.4195325551	0.01699716714
0.4395784607	0.008498583569
0.4596243664	0.00566572238
0.479670272	0.00566572238
0.4997161777	0.004249291785
0.5197620833	0.00566572238
0.539807989	0.00283286119
0.5598538946	0.001416430595
0.5798998003	0
0.5999457059	0
0.6199916116	0
0.6400375172	0
0.6600834229	0
0.6801293285	0
0.7001752342	0.00283286119
