# x_val	CDF(x)
0.000000e+00	7.646503e-02
2.100000e-03	1.536275e-01
5.200000e-03	2.286858e-01
1.300000e-02	3.040239e-01
3.300000e-02	3.828848e-01
8.200000e-02	4.601272e-01
2.000000e-01	5.385851e-01
5.100000e-01	6.167773e-01
1.300000e+00	6.952877e-01
3.200000e+00	7.715965e-01
8.000000e+00	8.467169e-01
2.000000e+01	9.220226e-01
5.000000e+01	1.000000e+00
