# q	x_q
9.609610e-02	1.021128e-04
9.709710e-02	1.289776e-04
9.809810e-02	1.558424e-04
9.909910e-02	1.827073e-04
1.001001e-01	2.095721e-04
1.011011e-01	2.364370e-04
1.021021e-01	2.633018e-04
1.031031e-01	2.901667e-04
1.041041e-01	3.170315e-04
1.051051e-01	3.438964e-04
1.061061e-01	3.707612e-04
1.071071e-01	3.976261e-04
1.081081e-01	4.244909e-04
1.091091e-01	4.513557e-04
1.101101e-01	4.782206e-04
1.111111e-01	5.050854e-04
1.121121e-01	5.319503e-04
1.131131e-01	5.588151e-04
1.141141e-01	5.856800e-04
1.151151e-01	6.125448e-04
1.161161e-01	6.394097e-04
1.171171e-01	6.662745e-04
1.181181e-01	6.931394e-04
1.191191e-01	7.200042e-04
1.201201e-01	7.468690e-04
1.211211e-01	7.737339e-04
1.221221e-01	8.005987e-04
1.231231e-01	8.274636e-04
1.241241e-01	8.543284e-04
1.251251e-01	8.811933e-04
1.261261e-01	9.080581e-04
1.271271e-01	9.349230e-04
1.281281e-01	9.617878e-04
1.291291e-01	9.886527e-04
1.301301e-01	1.015518e-03
1.311311e-01	1.042382e-03
1.321321e-01	1.069247e-03
1.331331e-01	1.096112e-03
1.341341e-01	1.122977e-03
1.351351e-01	1.149842e-03
1.361361e-01	1.176707e-03
1.371371e-01	1.203571e-03
1.381381e-01	1.230436e-03
1.391391e-01	1.257301e-03
1.401401e-01	1.284166e-03
1.411411e-01	1.311031e-03
1.421421e-01	1.337896e-03
1.431431e-01	1.364760e-03
1.441441e-01	1.391625e-03
1.451451e-01	1.418490e-03
1.461461e-01	1.445355e-03
1.471471e-01	1.472220e-03
1.481481e-01	1.499085e-03
1.491491e-01	1.525950e-03
1.501502e-01	1.552814e-03
1.511512e-01	1.579679e-03
1.521522e-01	1.606544e-03
1.531532e-01	1.633409e-03
1.541542e-01	1.660274e-03
1.551552e-01	1.687139e-03
1.561562e-01	1.714003e-03
1.571572e-01	1.740868e-03
1.581582e-01	1.767733e-03
1.591592e-01	1.794598e-03
1.601602e-01	1.821463e-03
1.611612e-01	1.848328e-03
1.621622e-01	1.875193e-03
1.631632e-01	1.902057e-03
1.641642e-01	1.928922e-03
1.651652e-01	1.955787e-03
1.661662e-01	1.982652e-03
1.671672e-01	2.009517e-03
1.681682e-01	2.036382e-03
1.691692e-01	2.063246e-03
1.701702e-01	2.090111e-03
1.711712e-01	2.126443e-03
1.721722e-01	2.168288e-03
1.731732e-01	2.210133e-03
1.741742e-01	2.251979e-03
1.751752e-01	2.293824e-03
1.761762e-01	2.335669e-03
1.771772e-01	2.377515e-03
1.781782e-01	2.419360e-03
1.791792e-01	2.461205e-03
1.801802e-01	2.503051e-03
1.811812e-01	2.544896e-03
1.821822e-01	2.586741e-03
1.831832e-01	2.628587e-03
1.841842e-01	2.670432e-03
1.851852e-01	2.712277e-03
1.861862e-01	2.754123e-03
1.871872e-01	2.795968e-03
1.881882e-01	2.837813e-03
1.891892e-01	2.879659e-03
1.901902e-01	2.921504e-03
1.911912e-01	2.963349e-03
1.921922e-01	3.005195e-03
1.931932e-01	3.047040e-03
1.941942e-01	3.088885e-03
1.951952e-01	3.130731e-03
1.961962e-01	3.172576e-03
1.971972e-01	3.214421e-03
1.981982e-01	3.256267e-03
1.991992e-01	3.298112e-03
2.002002e-01	3.339957e-03
2.012012e-01	3.381803e-03
2.022022e-01	3.423648e-03
2.032032e-01	3.465493e-03
2.042042e-01	3.507339e-03
2.052052e-01	3.549184e-03
2.062062e-01	3.591029e-03
2.072072e-01	3.632875e-03
2.082082e-01	3.674720e-03
2.092092e-01	3.716565e-03
2.102102e-01	3.758411e-03
2.112112e-01	3.800256e-03
2.122122e-01	3.842101e-03
2.132132e-01	3.883947e-03
2.142142e-01	3.925792e-03
2.152152e-01	3.967637e-03
2.162162e-01	4.009483e-03
2.172172e-01	4.051328e-03
2.182182e-01	4.093173e-03
2.192192e-01	4.135019e-03
2.202202e-01	4.176864e-03
2.212212e-01	4.218709e-03
2.222222e-01	4.260555e-03
2.232232e-01	4.302400e-03
2.242242e-01	4.344245e-03
2.252252e-01	4.386091e-03
2.262262e-01	4.427936e-03
2.272272e-01	4.469781e-03
2.282282e-01	4.511627e-03
2.292292e-01	4.553472e-03
2.302302e-01	4.595317e-03
2.312312e-01	4.637163e-03
2.322322e-01	4.679008e-03
2.332332e-01	4.720853e-03
2.342342e-01	4.762699e-03
2.352352e-01	4.804544e-03
2.362362e-01	4.846389e-03
2.372372e-01	4.888235e-03
2.382382e-01	4.930080e-03
2.392392e-01	4.971925e-03
2.402402e-01	5.013771e-03
2.412412e-01	5.055616e-03
2.422422e-01	5.097461e-03
2.432432e-01	5.139307e-03
2.442442e-01	5.181152e-03
2.452452e-01	5.258656e-03
2.462462e-01	5.365386e-03
2.472472e-01	5.472115e-03
2.482482e-01	5.578844e-03
2.492492e-01	5.685573e-03
2.502503e-01	5.792302e-03
2.512513e-01	5.899031e-03
2.522523e-01	6.005761e-03
2.532533e-01	6.112490e-03
2.542543e-01	6.219219e-03
2.552553e-01	6.325948e-03
2.562563e-01	6.432677e-03
2.572573e-01	6.539406e-03
2.582583e-01	6.646136e-03
2.592593e-01	6.752865e-03
2.602603e-01	6.859594e-03
2.612613e-01	6.966323e-03
2.622623e-01	7.073052e-03
2.632633e-01	7.179781e-03
2.642643e-01	7.286511e-03
2.652653e-01	7.393240e-03
2.662663e-01	7.499969e-03
2.672673e-01	7.606698e-03
2.682683e-01	7.713427e-03
2.692693e-01	7.820156e-03
2.702703e-01	7.926885e-03
2.712713e-01	8.033615e-03
2.722723e-01	8.140344e-03
2.732733e-01	8.247073e-03
2.742743e-01	8.353802e-03
2.752753e-01	8.460531e-03
2.762763e-01	8.567260e-03
2.772773e-01	8.673990e-03
2.782783e-01	8.780719e-03
2.792793e-01	8.887448e-03
2.802803e-01	8.994177e-03
2.812813e-01	9.100906e-03
2.822823e-01	9.207635e-03
2.832833e-01	9.314365e-03
2.842843e-01	9.421094e-03
2.852853e-01	9.527823e-03
2.862863e-01	9.634552e-03
2.872873e-01	9.741281e-03
2.882883e-01	9.848010e-03
2.892893e-01	9.954740e-03
2.902903e-01	1.006147e-02
2.912913e-01	1.016820e-02
2.922923e-01	1.027493e-02
2.932933e-01	1.038166e-02
2.942943e-01	1.048839e-02
2.952953e-01	1.059511e-02
2.962963e-01	1.070184e-02
2.972973e-01	1.080857e-02
2.982983e-01	1.091530e-02
2.992993e-01	1.102203e-02
3.003003e-01	1.112876e-02
3.013013e-01	1.123549e-02
3.023023e-01	1.134222e-02
3.033033e-01	1.144895e-02
3.043043e-01	1.155568e-02
3.053053e-01	1.166241e-02
3.063063e-01	1.176914e-02
3.073073e-01	1.187586e-02
3.083083e-01	1.198259e-02
3.093093e-01	1.208932e-02
3.103103e-01	1.219605e-02
3.113113e-01	1.230278e-02
3.123123e-01	1.240951e-02
3.133133e-01	1.251624e-02
3.143143e-01	1.262297e-02
3.153153e-01	1.272970e-02
3.163163e-01	1.283643e-02
3.173173e-01	1.294316e-02
3.183183e-01	1.312226e-02
3.193193e-01	1.338385e-02
3.203203e-01	1.364543e-02
3.213213e-01	1.390701e-02
3.223223e-01	1.416860e-02
3.233233e-01	1.443018e-02
3.243243e-01	1.469176e-02
3.253253e-01	1.495334e-02
3.263263e-01	1.521493e-02
3.273273e-01	1.547651e-02
3.283283e-01	1.573809e-02
3.293293e-01	1.599968e-02
3.303303e-01	1.626126e-02
3.313313e-01	1.652284e-02
3.323323e-01	1.678443e-02
3.333333e-01	1.704601e-02
3.343343e-01	1.730759e-02
3.353353e-01	1.756917e-02
3.363363e-01	1.783076e-02
3.373373e-01	1.809234e-02
3.383383e-01	1.835392e-02
3.393393e-01	1.861551e-02
3.403403e-01	1.887709e-02
3.413413e-01	1.913867e-02
3.423423e-01	1.940026e-02
3.433433e-01	1.966184e-02
3.443443e-01	1.992342e-02
3.453453e-01	2.018500e-02
3.463463e-01	2.044659e-02
3.473473e-01	2.070817e-02
3.483483e-01	2.096975e-02
3.493493e-01	2.123134e-02
3.503504e-01	2.149292e-02
3.513514e-01	2.175450e-02
3.523524e-01	2.201608e-02
3.533534e-01	2.227767e-02
3.543544e-01	2.253925e-02
3.553554e-01	2.280083e-02
3.563564e-01	2.306242e-02
3.573574e-01	2.332400e-02
3.583584e-01	2.358558e-02
3.593594e-01	2.384717e-02
3.603604e-01	2.410875e-02
3.613614e-01	2.437033e-02
3.623624e-01	2.463191e-02
3.633634e-01	2.489350e-02
3.643644e-01	2.515508e-02
3.653654e-01	2.541666e-02
3.663664e-01	2.567825e-02
3.673674e-01	2.593983e-02
3.683684e-01	2.620141e-02
3.693694e-01	2.646300e-02
3.703704e-01	2.672458e-02
3.713714e-01	2.698616e-02
3.723724e-01	2.724774e-02
3.733734e-01	2.750933e-02
3.743744e-01	2.777091e-02
3.753754e-01	2.803249e-02
3.763764e-01	2.829408e-02
3.773774e-01	2.855566e-02
3.783784e-01	2.881724e-02
3.793794e-01	2.907883e-02
3.803804e-01	2.934041e-02
3.813814e-01	2.960199e-02
3.823824e-01	2.986357e-02
3.833834e-01	3.012516e-02
3.843844e-01	3.038674e-02
3.853854e-01	3.064832e-02
3.863864e-01	3.090991e-02
3.873874e-01	3.117149e-02
3.883884e-01	3.143307e-02
3.893894e-01	3.169465e-02
3.903904e-01	3.195624e-02
3.913914e-01	3.221782e-02
3.923924e-01	3.247940e-02
3.933934e-01	3.274099e-02
3.943944e-01	3.300657e-02
3.953954e-01	3.367547e-02
3.963964e-01	3.434437e-02
3.973974e-01	3.501328e-02
3.983984e-01	3.568218e-02
3.993994e-01	3.635108e-02
4.004004e-01	3.701998e-02
4.014014e-01	3.768888e-02
4.024024e-01	3.835779e-02
4.034034e-01	3.902669e-02
4.044044e-01	3.969559e-02
4.054054e-01	4.036449e-02
4.064064e-01	4.103339e-02
4.074074e-01	4.170230e-02
4.084084e-01	4.237120e-02
4.094094e-01	4.304010e-02
4.104104e-01	4.370900e-02
4.114114e-01	4.437790e-02
4.124124e-01	4.504680e-02
4.134134e-01	4.571571e-02
4.144144e-01	4.638461e-02
4.154154e-01	4.705351e-02
4.164164e-01	4.772241e-02
4.174174e-01	4.839131e-02
4.184184e-01	4.906022e-02
4.194194e-01	4.972912e-02
4.204204e-01	5.039802e-02
4.214214e-01	5.106692e-02
4.224224e-01	5.173582e-02
4.234234e-01	5.240473e-02
4.244244e-01	5.307363e-02
4.254254e-01	5.374253e-02
4.264264e-01	5.441143e-02
4.274274e-01	5.508033e-02
4.284284e-01	5.574924e-02
4.294294e-01	5.641814e-02
4.304304e-01	5.708704e-02
4.314314e-01	5.775594e-02
4.324324e-01	5.842484e-02
4.334334e-01	5.909374e-02
4.344344e-01	5.976265e-02
4.354354e-01	6.043155e-02
4.364364e-01	6.110045e-02
4.374374e-01	6.176935e-02
4.384384e-01	6.243825e-02
4.394394e-01	6.310716e-02
4.404404e-01	6.377606e-02
4.414414e-01	6.444496e-02
4.424424e-01	6.511386e-02
4.434434e-01	6.578276e-02
4.444444e-01	6.645167e-02
4.454454e-01	6.712057e-02
4.464464e-01	6.778947e-02
4.474474e-01	6.845837e-02
4.484484e-01	6.912727e-02
4.494494e-01	6.979617e-02
4.504505e-01	7.046508e-02
4.514515e-01	7.113398e-02
4.524525e-01	7.180288e-02
4.534535e-01	7.247178e-02
4.544545e-01	7.314068e-02
4.554555e-01	7.380959e-02
4.564565e-01	7.447849e-02
4.574575e-01	7.514739e-02
4.584585e-01	7.581629e-02
4.594595e-01	7.648519e-02
4.604605e-01	7.715410e-02
4.614615e-01	7.782300e-02
4.624625e-01	7.849190e-02
4.634635e-01	7.916080e-02
4.644645e-01	7.982970e-02
4.654655e-01	8.049860e-02
4.664665e-01	8.116751e-02
4.674675e-01	8.183641e-02
4.684685e-01	8.320280e-02
4.694695e-01	8.479499e-02
4.704705e-01	8.638719e-02
4.714715e-01	8.797939e-02
4.724725e-01	8.957158e-02
4.734735e-01	9.116378e-02
4.744745e-01	9.275597e-02
4.754755e-01	9.434817e-02
4.764765e-01	9.594037e-02
4.774775e-01	9.753256e-02
4.784785e-01	9.912476e-02
4.794795e-01	1.007170e-01
4.804805e-01	1.023092e-01
4.814815e-01	1.039013e-01
4.824825e-01	1.054935e-01
4.834835e-01	1.070857e-01
4.844845e-01	1.086779e-01
4.854855e-01	1.102701e-01
4.864865e-01	1.118623e-01
4.874875e-01	1.134545e-01
4.884885e-01	1.150467e-01
4.894895e-01	1.166389e-01
4.904905e-01	1.182311e-01
4.914915e-01	1.198233e-01
4.924925e-01	1.214155e-01
4.934935e-01	1.230077e-01
4.944945e-01	1.245999e-01
4.954955e-01	1.261921e-01
4.964965e-01	1.277843e-01
4.974975e-01	1.293765e-01
4.984985e-01	1.309687e-01
4.994995e-01	1.325609e-01
5.005005e-01	1.341531e-01
5.015015e-01	1.357453e-01
5.025025e-01	1.373375e-01
5.035035e-01	1.389297e-01
5.045045e-01	1.405219e-01
5.055055e-01	1.421141e-01
5.065065e-01	1.437063e-01
5.075075e-01	1.452984e-01
5.085085e-01	1.468906e-01
5.095095e-01	1.484828e-01
5.105105e-01	1.500750e-01
5.115115e-01	1.516672e-01
5.125125e-01	1.532594e-01
5.135135e-01	1.548516e-01
5.145145e-01	1.564438e-01
5.155155e-01	1.580360e-01
5.165165e-01	1.596282e-01
5.175175e-01	1.612204e-01
5.185185e-01	1.628126e-01
5.195195e-01	1.644048e-01
5.205205e-01	1.659970e-01
5.215215e-01	1.675892e-01
5.225225e-01	1.691814e-01
5.235235e-01	1.707736e-01
5.245245e-01	1.723658e-01
5.255255e-01	1.739580e-01
5.265265e-01	1.755502e-01
5.275275e-01	1.771424e-01
5.285285e-01	1.787346e-01
5.295295e-01	1.803268e-01
5.305305e-01	1.819190e-01
5.315315e-01	1.835112e-01
5.325325e-01	1.851034e-01
5.335335e-01	1.866955e-01
5.345345e-01	1.882877e-01
5.355355e-01	1.898799e-01
5.365365e-01	1.914721e-01
5.375375e-01	1.930643e-01
5.385385e-01	1.946565e-01
5.395395e-01	1.962487e-01
5.405405e-01	1.978409e-01
5.415415e-01	1.994331e-01
5.425425e-01	2.027015e-01
5.435435e-01	2.068966e-01
5.445445e-01	2.110917e-01
5.455455e-01	2.152868e-01
5.465465e-01	2.194819e-01
5.475475e-01	2.236770e-01
5.485485e-01	2.278721e-01
5.495495e-01	2.320672e-01
5.505506e-01	2.362623e-01
5.515516e-01	2.404575e-01
5.525526e-01	2.446526e-01
5.535536e-01	2.488477e-01
5.545546e-01	2.530428e-01
5.555556e-01	2.572379e-01
5.565566e-01	2.614330e-01
5.575576e-01	2.656281e-01
5.585586e-01	2.698232e-01
5.595596e-01	2.740183e-01
5.605606e-01	2.782134e-01
5.615616e-01	2.824085e-01
5.625626e-01	2.866036e-01
5.635636e-01	2.907987e-01
5.645646e-01	2.949938e-01
5.655656e-01	2.991889e-01
5.665666e-01	3.033841e-01
5.675676e-01	3.075792e-01
5.685686e-01	3.117743e-01
5.695696e-01	3.159694e-01
5.705706e-01	3.201645e-01
5.715716e-01	3.243596e-01
5.725726e-01	3.285547e-01
5.735736e-01	3.327498e-01
5.745746e-01	3.369449e-01
5.755756e-01	3.411400e-01
5.765766e-01	3.453351e-01
5.775776e-01	3.495302e-01
5.785786e-01	3.537253e-01
5.795796e-01	3.579204e-01
5.805806e-01	3.621155e-01
5.815816e-01	3.663106e-01
5.825826e-01	3.705058e-01
5.835836e-01	3.747009e-01
5.845846e-01	3.788960e-01
5.855856e-01	3.830911e-01
5.865866e-01	3.872862e-01
5.875876e-01	3.914813e-01
5.885886e-01	3.956764e-01
5.895896e-01	3.998715e-01
5.905906e-01	4.040666e-01
5.915916e-01	4.082617e-01
5.925926e-01	4.124568e-01
5.935936e-01	4.166519e-01
5.945946e-01	4.208470e-01
5.955956e-01	4.250421e-01
5.965966e-01	4.292372e-01
5.975976e-01	4.334324e-01
5.985986e-01	4.376275e-01
5.995996e-01	4.418226e-01
6.006006e-01	4.460177e-01
6.016016e-01	4.502128e-01
6.026026e-01	4.544079e-01
6.036036e-01	4.586030e-01
6.046046e-01	4.627981e-01
6.056056e-01	4.669932e-01
6.066066e-01	4.711883e-01
6.076076e-01	4.753834e-01
6.086086e-01	4.795785e-01
6.096096e-01	4.837736e-01
6.106106e-01	4.879687e-01
6.116116e-01	4.921638e-01
6.126126e-01	4.963590e-01
6.136136e-01	5.005541e-01
6.146146e-01	5.047492e-01
6.156156e-01	5.089443e-01
6.166166e-01	5.178041e-01
6.176176e-01	5.282327e-01
6.186186e-01	5.386612e-01
6.196196e-01	5.490897e-01
6.206206e-01	5.595183e-01
6.216216e-01	5.699468e-01
6.226226e-01	5.803753e-01
6.236236e-01	5.908039e-01
6.246246e-01	6.012324e-01
6.256256e-01	6.116609e-01
6.266266e-01	6.220895e-01
6.276276e-01	6.325180e-01
6.286286e-01	6.429465e-01
6.296296e-01	6.533750e-01
6.306306e-01	6.638036e-01
6.316316e-01	6.742321e-01
6.326326e-01	6.846606e-01
6.336336e-01	6.950892e-01
6.346346e-01	7.055177e-01
6.356356e-01	7.159462e-01
6.366366e-01	7.263748e-01
6.376376e-01	7.368033e-01
6.386386e-01	7.472318e-01
6.396396e-01	7.576604e-01
6.406406e-01	7.680889e-01
6.416416e-01	7.785174e-01
6.426426e-01	7.889460e-01
6.436436e-01	7.993745e-01
6.446446e-01	8.098030e-01
6.456456e-01	8.202316e-01
6.466466e-01	8.306601e-01
6.476476e-01	8.410886e-01
6.486486e-01	8.515172e-01
6.496496e-01	8.619457e-01
6.506507e-01	8.723742e-01
6.516517e-01	8.828028e-01
6.526527e-01	8.932313e-01
6.536537e-01	9.036598e-01
6.546547e-01	9.140884e-01
6.556557e-01	9.245169e-01
6.566567e-01	9.349454e-01
6.576577e-01	9.453740e-01
6.586587e-01	9.558025e-01
6.596597e-01	9.662310e-01
6.606607e-01	9.766596e-01
6.616617e-01	9.870881e-01
6.626627e-01	9.975166e-01
6.636637e-01	1.007945e+00
6.646647e-01	1.018374e+00
6.656657e-01	1.028802e+00
6.666667e-01	1.039231e+00
6.676677e-01	1.049659e+00
6.686687e-01	1.060088e+00
6.696697e-01	1.070516e+00
6.706707e-01	1.080945e+00
6.716717e-01	1.091373e+00
6.726727e-01	1.101802e+00
6.736737e-01	1.112230e+00
6.746747e-01	1.122659e+00
6.756757e-01	1.133088e+00
6.766767e-01	1.143516e+00
6.776777e-01	1.153945e+00
6.786787e-01	1.164373e+00
6.796797e-01	1.174802e+00
6.806807e-01	1.185230e+00
6.816817e-01	1.195659e+00
6.826827e-01	1.206087e+00
6.836837e-01	1.216516e+00
6.846847e-01	1.226944e+00
6.856857e-01	1.237373e+00
6.866867e-01	1.247801e+00
6.876877e-01	1.258230e+00
6.886887e-01	1.268658e+00
6.896897e-01	1.279087e+00
6.906907e-01	1.289516e+00
6.916917e-01	1.299944e+00
6.926927e-01	1.325296e+00
6.936937e-01	1.350728e+00
6.946947e-01	1.376161e+00
6.956957e-01	1.401593e+00
6.966967e-01	1.427025e+00
6.976977e-01	1.452457e+00
6.986987e-01	1.477890e+00
6.996997e-01	1.503322e+00
7.007007e-01	1.528754e+00
7.017017e-01	1.554187e+00
7.027027e-01	1.579619e+00
7.037037e-01	1.605051e+00
7.047047e-01	1.630484e+00
7.057057e-01	1.655916e+00
7.067067e-01	1.681348e+00
7.077077e-01	1.706781e+00
7.087087e-01	1.732213e+00
7.097097e-01	1.757645e+00
7.107107e-01	1.783077e+00
7.117117e-01	1.808510e+00
7.127127e-01	1.833942e+00
7.137137e-01	1.859374e+00
7.147147e-01	1.884807e+00
7.157157e-01	1.910239e+00
7.167167e-01	1.935671e+00
7.177177e-01	1.961104e+00
7.187187e-01	1.986536e+00
7.197197e-01	2.011968e+00
7.207207e-01	2.037401e+00
7.217217e-01	2.062833e+00
7.227227e-01	2.088265e+00
7.237237e-01	2.113698e+00
7.247247e-01	2.139130e+00
7.257257e-01	2.164562e+00
7.267267e-01	2.189994e+00
7.277277e-01	2.215427e+00
7.287287e-01	2.240859e+00
7.297297e-01	2.266291e+00
7.307307e-01	2.291724e+00
7.317317e-01	2.317156e+00
7.327327e-01	2.342588e+00
7.337337e-01	2.368021e+00
7.347347e-01	2.393453e+00
7.357357e-01	2.418885e+00
7.367367e-01	2.444318e+00
7.377377e-01	2.469750e+00
7.387387e-01	2.495182e+00
7.397397e-01	2.520615e+00
7.407407e-01	2.546047e+00
7.417417e-01	2.571479e+00
7.427427e-01	2.596911e+00
7.437437e-01	2.622344e+00
7.447447e-01	2.647776e+00
7.457457e-01	2.673208e+00
7.467467e-01	2.698641e+00
7.477477e-01	2.724073e+00
7.487487e-01	2.749505e+00
7.497497e-01	2.774938e+00
7.507508e-01	2.800370e+00
7.517518e-01	2.825802e+00
7.527528e-01	2.851235e+00
7.537538e-01	2.876667e+00
7.547548e-01	2.902099e+00
7.557558e-01	2.927531e+00
7.567568e-01	2.952964e+00
7.577578e-01	2.978396e+00
7.587588e-01	3.003828e+00
7.597598e-01	3.029261e+00
7.607608e-01	3.054693e+00
7.617618e-01	3.080125e+00
7.627628e-01	3.105558e+00
7.637638e-01	3.130990e+00
7.647648e-01	3.156422e+00
7.657658e-01	3.181855e+00
7.667668e-01	3.218586e+00
7.677678e-01	3.283455e+00
7.687688e-01	3.348323e+00
7.697698e-01	3.413192e+00
7.707708e-01	3.478060e+00
7.717718e-01	3.542929e+00
7.727728e-01	3.607797e+00
7.737738e-01	3.672666e+00
7.747748e-01	3.737534e+00
7.757758e-01	3.802403e+00
7.767768e-01	3.867271e+00
7.777778e-01	3.932139e+00
7.787788e-01	3.997008e+00
7.797798e-01	4.061876e+00
7.807808e-01	4.126745e+00
7.817818e-01	4.191613e+00
7.827828e-01	4.256482e+00
7.837838e-01	4.321350e+00
7.847848e-01	4.386219e+00
7.857858e-01	4.451087e+00
7.867868e-01	4.515956e+00
7.877878e-01	4.580824e+00
7.887888e-01	4.645693e+00
7.897898e-01	4.710561e+00
7.907908e-01	4.775430e+00
7.917918e-01	4.840298e+00
7.927928e-01	4.905167e+00
7.937938e-01	4.970035e+00
7.947948e-01	5.034904e+00
7.957958e-01	5.099772e+00
7.967968e-01	5.164641e+00
7.977978e-01	5.229509e+00
7.987988e-01	5.294378e+00
7.997998e-01	5.359246e+00
8.008008e-01	5.424114e+00
8.018018e-01	5.488983e+00
8.028028e-01	5.553851e+00
8.038038e-01	5.618720e+00
8.048048e-01	5.683588e+00
8.058058e-01	5.748457e+00
8.068068e-01	5.813325e+00
8.078078e-01	5.878194e+00
8.088088e-01	5.943062e+00
8.098098e-01	6.007931e+00
8.108108e-01	6.072799e+00
8.118118e-01	6.137668e+00
8.128128e-01	6.202536e+00
8.138138e-01	6.267405e+00
8.148148e-01	6.332273e+00
8.158158e-01	6.397142e+00
8.168168e-01	6.462010e+00
8.178178e-01	6.526879e+00
8.188188e-01	6.591747e+00
8.198198e-01	6.656616e+00
8.208208e-01	6.721484e+00
8.218218e-01	6.786353e+00
8.228228e-01	6.851221e+00
8.238238e-01	6.916090e+00
8.248248e-01	6.980958e+00
8.258258e-01	7.045826e+00
8.268268e-01	7.110695e+00
8.278278e-01	7.175563e+00
8.288288e-01	7.240432e+00
8.298298e-01	7.305300e+00
8.308308e-01	7.370169e+00
8.318318e-01	7.435037e+00
8.328328e-01	7.499906e+00
8.338338e-01	7.564774e+00
8.348348e-01	7.629643e+00
8.358358e-01	7.694511e+00
8.368368e-01	7.759380e+00
8.378378e-01	7.824248e+00
8.388388e-01	7.889117e+00
8.398398e-01	7.953985e+00
8.408408e-01	8.045854e+00
8.418418e-01	8.203620e+00
8.428428e-01	8.361386e+00
8.438438e-01	8.519152e+00
8.448448e-01	8.676918e+00
8.458458e-01	8.834684e+00
8.468468e-01	8.992450e+00
8.478478e-01	9.150216e+00
8.488488e-01	9.307982e+00
8.498498e-01	9.465748e+00
8.508509e-01	9.623514e+00
8.518519e-01	9.781280e+00
8.528529e-01	9.939046e+00
8.538539e-01	1.009681e+01
8.548549e-01	1.025458e+01
8.558559e-01	1.041234e+01
8.568569e-01	1.057011e+01
8.578579e-01	1.072788e+01
8.588589e-01	1.088564e+01
8.598599e-01	1.104341e+01
8.608609e-01	1.120117e+01
8.618619e-01	1.135894e+01
8.628629e-01	1.151671e+01
8.638639e-01	1.167447e+01
8.648649e-01	1.183224e+01
8.658659e-01	1.199000e+01
8.668669e-01	1.214777e+01
8.678679e-01	1.230554e+01
8.688689e-01	1.246330e+01
8.698699e-01	1.262107e+01
8.708709e-01	1.277884e+01
8.718719e-01	1.293660e+01
8.728729e-01	1.309437e+01
8.738739e-01	1.325213e+01
