# x_val	CDF(x)
0.000000e+00	3.354486e-02
2.100000e-03	6.693728e-02
5.200000e-03	1.947275e-01
1.300000e-02	3.207524e-01
3.300000e-02	3.540454e-01
8.200000e-02	4.832128e-01
2.000000e-01	6.151271e-01
5.100000e-01	6.491970e-01
1.300000e+00	7.410825e-01
3.200000e+00	8.236288e-01
8.000000e+00	9.269657e-01
2.000000e+01	9.625357e-01
5.000000e+01	1.000000e+00
