# x_val	CDF(x)
0.000000e+00	9.229131e-02
2.100000e-03	1.705386e-01
5.200000e-03	2.446951e-01
1.300000e-02	3.178505e-01
3.300000e-02	3.943846e-01
8.200000e-02	4.677123e-01
2.000000e-01	5.418979e-01
5.100000e-01	6.158675e-01
1.300000e+00	6.916971e-01
3.200000e+00	7.664800e-01
8.000000e+00	8.405499e-01
2.000000e+01	9.166880e-01
5.000000e+01	1.000000e+00
