# # p(y | x = 1.300000e+00)
# # y_val	p(y|x)
1.343615e+02	1.580963e-08
1.373398e+02	1.599270e-08
1.403181e+02	1.617778e-08
1.432964e+02	1.636491e-08
1.462747e+02	1.655410e-08
1.492529e+02	1.674538e-08
1.522312e+02	1.693877e-08
1.552095e+02	1.713429e-08
1.581878e+02	1.733196e-08
1.611661e+02	1.753181e-08
1.641444e+02	1.773385e-08
1.671227e+02	1.793811e-08
1.701010e+02	1.814462e-08
1.730793e+02	1.835340e-08
1.760576e+02	1.856446e-08
1.790358e+02	1.877784e-08
1.820141e+02	1.899356e-08
1.849924e+02	1.921164e-08
1.879707e+02	1.943211e-08
1.909490e+02	1.965499e-08
1.939273e+02	1.988031e-08
1.969056e+02	2.010809e-08
1.998839e+02	2.033836e-08
2.028622e+02	2.057114e-08
2.058404e+02	2.080646e-08
2.088187e+02	2.104435e-08
2.117970e+02	2.128482e-08
2.147753e+02	2.152792e-08
2.177536e+02	2.177366e-08
2.207319e+02	2.202207e-08
2.237102e+02	2.227319e-08
2.266885e+02	2.252703e-08
2.296668e+02	2.278363e-08
2.326450e+02	2.304301e-08
2.356233e+02	2.330521e-08
2.386016e+02	2.357025e-08
2.415799e+02	2.383815e-08
2.445582e+02	2.410896e-08
2.475365e+02	2.438270e-08
2.505148e+02	2.465940e-08
2.534931e+02	2.493909e-08
2.564714e+02	2.522180e-08
2.594496e+02	2.550756e-08
2.624279e+02	2.579640e-08
2.654062e+02	2.608836e-08
2.683845e+02	2.638346e-08
2.713628e+02	2.668174e-08
2.743411e+02	2.698323e-08
2.773194e+02	2.728797e-08
2.802977e+02	2.759598e-08
2.832760e+02	2.790729e-08
2.862542e+02	2.822195e-08
2.892325e+02	2.853999e-08
2.922108e+02	2.886144e-08
2.951891e+02	2.918633e-08
2.981674e+02	2.951470e-08
3.011457e+02	2.984659e-08
3.041240e+02	3.018203e-08
3.071023e+02	3.052106e-08
3.100806e+02	3.086370e-08
3.130588e+02	3.121001e-08
3.160371e+02	3.156001e-08
3.190154e+02	3.191375e-08
3.219937e+02	3.227125e-08
3.249720e+02	3.263257e-08
3.279503e+02	3.299773e-08
3.309286e+02	3.336678e-08
3.339069e+02	3.373975e-08
3.368852e+02	3.411669e-08
3.398634e+02	3.449763e-08
3.428417e+02	3.488262e-08
3.458200e+02	3.527169e-08
3.487983e+02	3.566488e-08
3.517766e+02	3.606224e-08
3.547549e+02	3.646381e-08
3.577332e+02	3.686963e-08
3.607115e+02	3.727974e-08
3.636898e+02	3.769419e-08
3.666681e+02	3.811301e-08
3.696463e+02	3.853626e-08
3.726246e+02	3.896397e-08
3.756029e+02	3.939620e-08
3.785812e+02	3.983297e-08
3.815595e+02	4.027435e-08
3.845378e+02	4.072038e-08
3.875161e+02	4.117110e-08
3.904944e+02	4.162655e-08
3.934727e+02	4.208679e-08
3.964509e+02	4.255187e-08
3.994292e+02	4.302182e-08
4.024075e+02	4.349671e-08
4.053858e+02	4.397657e-08
4.083641e+02	4.446146e-08
4.113424e+02	4.495142e-08
4.143207e+02	4.544651e-08
4.172990e+02	4.594678e-08
4.202773e+02	4.645227e-08
4.232555e+02	4.696305e-08
4.262338e+02	4.747915e-08
4.292121e+02	4.800064e-08
4.321904e+02	4.852757e-08
4.351687e+02	4.905998e-08
4.381470e+02	4.959794e-08
4.411253e+02	5.014149e-08
4.441036e+02	5.069070e-08
4.470819e+02	5.124562e-08
4.500601e+02	5.180629e-08
4.530384e+02	5.237279e-08
4.560167e+02	5.294517e-08
4.589950e+02	5.352347e-08
4.619733e+02	5.410777e-08
4.649516e+02	5.469812e-08
4.679299e+02	5.529458e-08
4.709082e+02	5.589721e-08
4.738865e+02	5.650606e-08
4.768647e+02	5.712120e-08
4.798430e+02	5.774270e-08
4.828213e+02	5.837060e-08
4.857996e+02	5.900498e-08
4.887779e+02	5.964589e-08
4.917562e+02	6.029340e-08
4.947345e+02	6.094758e-08
4.977128e+02	6.160848e-08
5.006911e+02	6.227618e-08
5.036693e+02	6.295073e-08
5.066476e+02	6.363221e-08
5.096259e+02	6.432068e-08
5.126042e+02	6.501620e-08
5.155825e+02	6.571885e-08
5.185608e+02	6.642870e-08
5.215391e+02	6.714581e-08
5.245174e+02	6.787026e-08
5.274957e+02	6.860210e-08
5.304739e+02	6.934143e-08
5.334522e+02	7.008830e-08
5.364305e+02	7.084278e-08
5.394088e+02	7.160496e-08
5.423871e+02	7.237491e-08
5.453654e+02	7.315269e-08
5.483437e+02	7.393839e-08
5.513220e+02	7.473208e-08
5.543003e+02	7.553383e-08
5.572786e+02	7.634373e-08
5.602568e+02	7.716184e-08
5.632351e+02	7.798826e-08
5.662134e+02	7.882305e-08
5.691917e+02	7.966630e-08
5.721700e+02	8.051809e-08
5.751483e+02	8.137849e-08
5.781266e+02	8.224760e-08
5.811049e+02	8.312548e-08
5.840832e+02	8.401224e-08
5.870614e+02	8.490794e-08
5.900397e+02	8.581267e-08
5.930180e+02	8.672653e-08
5.959963e+02	8.764959e-08
5.989746e+02	8.858194e-08
6.019529e+02	8.952367e-08
6.049312e+02	9.047487e-08
6.079095e+02	9.143562e-08
6.108878e+02	9.240603e-08
6.138660e+02	9.338617e-08
6.168443e+02	9.437614e-08
6.198226e+02	9.537603e-08
6.228009e+02	9.638594e-08
6.257792e+02	9.740595e-08
6.287575e+02	9.843617e-08
6.317358e+02	9.947668e-08
6.347141e+02	1.005276e-07
6.376924e+02	1.015890e-07
6.406706e+02	1.026610e-07
6.436489e+02	1.037437e-07
6.466272e+02	1.048371e-07
6.496055e+02	1.059415e-07
6.525838e+02	1.070568e-07
6.555621e+02	1.081833e-07
6.585404e+02	1.093209e-07
6.615187e+02	1.104698e-07
6.644970e+02	1.116302e-07
6.674752e+02	1.128020e-07
6.704535e+02	1.139855e-07
6.734318e+02	1.151807e-07
6.764101e+02	1.163877e-07
6.793884e+02	1.176066e-07
6.823667e+02	1.188377e-07
6.853450e+02	1.200808e-07
6.883233e+02	1.213363e-07
6.913016e+02	1.226041e-07
6.942798e+02	1.238845e-07
6.972581e+02	1.251774e-07
7.002364e+02	1.264831e-07
7.032147e+02	1.278017e-07
7.061930e+02	1.291332e-07
7.091713e+02	1.304778e-07
7.121496e+02	1.318356e-07
7.151279e+02	1.332068e-07
7.181062e+02	1.345914e-07
7.210845e+02	1.359895e-07
7.240627e+02	1.374014e-07
7.270410e+02	1.388271e-07
7.300193e+02	1.402667e-07
7.329976e+02	1.417205e-07
7.359759e+02	1.431884e-07
7.389542e+02	1.446707e-07
7.419325e+02	1.461674e-07
7.449108e+02	1.476787e-07
7.478891e+02	1.492048e-07
7.508673e+02	1.507457e-07
7.538456e+02	1.523016e-07
7.568239e+02	1.538727e-07
7.598022e+02	1.554590e-07
7.627805e+02	1.570607e-07
7.657588e+02	1.586780e-07
7.687371e+02	1.603110e-07
7.717154e+02	1.619598e-07
7.746937e+02	1.636246e-07
7.776719e+02	1.653055e-07
7.806502e+02	1.670026e-07
7.836285e+02	1.687162e-07
7.866068e+02	1.704463e-07
7.895851e+02	1.721932e-07
7.925634e+02	1.739569e-07
7.955417e+02	1.757376e-07
7.985200e+02	1.775354e-07
8.014983e+02	1.793506e-07
8.044765e+02	1.811833e-07
8.074548e+02	1.830335e-07
8.104331e+02	1.849016e-07
8.134114e+02	1.867876e-07
8.163897e+02	1.886917e-07
8.193680e+02	1.906141e-07
8.223463e+02	1.925549e-07
8.253246e+02	1.945143e-07
8.283029e+02	1.964924e-07
8.312811e+02	1.984895e-07
8.342594e+02	2.005057e-07
8.372377e+02	2.025411e-07
8.402160e+02	2.045960e-07
8.431943e+02	2.066704e-07
8.461726e+02	2.087647e-07
8.491509e+02	2.108789e-07
