# x_val	p(x)
0.000000e+00	3.067772e-03
2.100000e-03	3.580970e-03
5.200000e-03	3.785553e-03
1.300000e-02	2.843840e-03
3.300000e-02	2.690874e-01
8.200000e-02	3.556376e-03
2.000000e-01	2.783948e-01
5.100000e-01	9.024705e-05
1.300000e+00	3.034092e-05
3.200000e+00	4.355004e-01
8.000000e+00	1.126126e-05
2.000000e+01	5.109710e-05
5.000000e+01	0.000000e+00
