# x_val	p(x)
0.000000e+00	2.439456e-01
2.100000e-03	0.000000e+00
5.200000e-03	1.278654e-18
1.300000e-02	6.525944e-17
3.300000e-02	3.334472e-02
8.200000e-02	8.195492e-02
2.000000e-01	4.740220e-01
5.100000e-01	1.666427e-01
1.300000e+00	4.940811e-17
3.200000e+00	9.009930e-05
8.000000e+00	0.000000e+00
2.000000e+01	8.822877e-19
5.000000e+01	0.000000e+00
