# x_val	p(x)
0.000000e+00	2.359713e-02
2.100000e-03	4.529122e-05
5.200000e-03	1.799069e-02
1.300000e-02	2.208828e-02
3.300000e-02	9.802243e-03
8.200000e-02	4.981508e-01
2.000000e-01	0.000000e+00
5.100000e-01	3.237981e-01
1.300000e+00	4.853943e-02
3.200000e+00	4.597990e-03
8.000000e+00	5.138996e-02
2.000000e+01	0.000000e+00
5.000000e+01	0.000000e+00
