# x_val	p(x)
0.000000e+00	2.149828e-03
2.100000e-03	1.828011e-03
5.200000e-03	0.000000e+00
1.300000e-02	0.000000e+00
3.300000e-02	1.777540e-03
8.200000e-02	1.262754e-01
2.000000e-01	3.658809e-01
5.100000e-01	1.800206e-01
1.300000e+00	5.074975e-02
3.200000e+00	2.713085e-01
8.000000e+00	3.389305e-06
2.000000e+01	3.437935e-06
5.000000e+01	2.620888e-06
