0.1000000E-03   0.8516210E+02   0.4427230E+01   0.9989191E+00
0.2000000E-03   0.6038206E+02   0.3927252E+01   0.9978372E+00
0.3000000E-03   0.4943578E+02   0.3634808E+01   0.9967543E+00
0.4000000E-03   0.4292927E+02   0.3427342E+01   0.9956704E+00
0.5000000E-03   0.3850192E+02   0.3266445E+01   0.9945855E+00
0.6000000E-03   0.3524342E+02   0.3135010E+01   0.9934999E+00
0.7000000E-03   0.3271849E+02   0.3023911E+01   0.9924134E+00
0.8000000E-03   0.3068938E+02   0.2927702E+01   0.9913262E+00
0.9000000E-03   0.2901383E+02   0.2842868E+01   0.9902384E+00
0.1000000E-02   0.2760080E+02   0.2767010E+01   0.9891500E+00
0.2000000E-02   0.2006655E+02   0.2269317E+01   0.9782503E+00
0.3000000E-02   0.1685257E+02   0.1980757E+01   0.9673728E+00
0.4000000E-02   0.1501617E+02   0.1778799E+01   0.9565934E+00
0.5000000E-02   0.1382086E+02   0.1625027E+01   0.9459873E+00
0.6000000E-02   0.1298336E+02   0.1502289E+01   0.9356260E+00
0.7000000E-02   0.1236833E+02   0.1401380E+01   0.9255740E+00
0.8000000E-02   0.1190180E+02   0.1316744E+01   0.9158853E+00
0.8999999E-02   0.1153944E+02   0.1244736E+01   0.9066028E+00
0.1000000E-01   0.1125282E+02   0.1182811E+01   0.8977563E+00
0.2000000E-01   0.1011588E+02   0.8546452E+00   0.8331803E+00
0.3000000E-01   0.9864091E+01   0.7339163E+00   0.7990463E+00
0.4000000E-01   0.9776192E+01   0.6747680E+00   0.7794753E+00
0.5000000E-01   0.9736443E+01   0.6403142E+00   0.7670618E+00
0.6000000E-01   0.9715329E+01   0.6179200E+00   0.7585544E+00
0.7000000E-01   0.9702835E+01   0.6022463E+00   0.7523816E+00
0.8000000E-01   0.9694848E+01   0.5906814E+00   0.7477066E+00
0.8999999E-01   0.9689442E+01   0.5818047E+00   0.7440468E+00
0.1000000E+00   0.9685615E+01   0.5747804E+00   0.7411056E+00
0.2000000E+00   0.9673681E+01   0.5440599E+00   0.7277541E+00
0.3000000E+00   0.9671547E+01   0.5341562E+00   0.7232728E+00
0.4000000E+00   0.9670810E+01   0.5292695E+00   0.7210284E+00
0.5000000E+00   0.9670471E+01   0.5263585E+00   0.7196808E+00
0.6000000E+00   0.9670288E+01   0.5244266E+00   0.7187821E+00
0.7000000E+00   0.9670178E+01   0.5230510E+00   0.7181400E+00
0.8000000E+00   0.9670107E+01   0.5220217E+00   0.7176584E+00
0.9000000E+00   0.9670058E+01   0.5212225E+00   0.7172838E+00
0.1000000E+01   0.9670023E+01   0.5205841E+00   0.7169840E+00
