0.1000000E-03   0.8521455E+02   0.3619884E+01   0.9966863E+00
0.2000000E-03   0.6045744E+02   0.3119932E+01   0.9933621E+00
0.3000000E-03   0.4952959E+02   0.2827532E+01   0.9900276E+00
0.4000000E-03   0.4303933E+02   0.2620127E+01   0.9866832E+00
0.5000000E-03   0.3862694E+02   0.2459312E+01   0.9833293E+00
0.6000000E-03   0.3538254E+02   0.2327978E+01   0.9799663E+00
0.7000000E-03   0.3287113E+02   0.2217000E+01   0.9765946E+00
0.8000000E-03   0.3085512E+02   0.2120932E+01   0.9732146E+00
0.9000000E-03   0.2919236E+02   0.2036261E+01   0.9698268E+00
0.1000000E-02   0.2779191E+02   0.1960588E+01   0.9664317E+00
0.2000000E-02   0.2038000E+02   0.1466056E+01   0.9321895E+00
0.3000000E-02   0.1729269E+02   0.1183390E+01   0.8978430E+00
0.4000000E-02   0.1559093E+02   0.9904213E+00   0.8640938E+00
0.5000000E-02   0.1453662E+02   0.8488311E+00   0.8316939E+00
0.6000000E-02   0.1384261E+02   0.7412349E+00   0.8013266E+00
0.7000000E-02   0.1336897E+02   0.6578907E+00   0.7734934E+00
0.8000000E-02   0.1303750E+02   0.5925150E+00   0.7484548E+00
0.8999999E-02   0.1280074E+02   0.5406914E+00   0.7262398E+00
0.1000000E-01   0.1262843E+02   0.4991814E+00   0.7067052E+00
0.2000000E-01   0.1210046E+02   0.3271475E+00   0.6038328E+00
0.3000000E-01   0.1201962E+02   0.2805773E+00   0.5676623E+00
0.4000000E-01   0.1199439E+02   0.2598477E+00   0.5499827E+00
0.5000000E-01   0.1198348E+02   0.2482241E+00   0.5395834E+00
0.6000000E-01   0.1197780E+02   0.2408076E+00   0.5327519E+00
0.7000000E-01   0.1197448E+02   0.2356699E+00   0.5279257E+00
0.8000000E-01   0.1197237E+02   0.2319028E+00   0.5243366E+00
0.8999999E-01   0.1197095E+02   0.2290233E+00   0.5215637E+00
0.1000000E+00   0.1196995E+02   0.2267511E+00   0.5193573E+00
0.2000000E+00   0.1196684E+02   0.2168655E+00   0.5095639E+00
0.3000000E+00   0.1196629E+02   0.2136912E+00   0.5063499E+00
0.4000000E+00   0.1196610E+02   0.2121262E+00   0.5047527E+00
0.5000000E+00   0.1196601E+02   0.2111943E+00   0.5037974E+00
0.6000000E+00   0.1196596E+02   0.2105759E+00   0.5031619E+00
0.7000000E+00   0.1196593E+02   0.2101356E+00   0.5027086E+00
0.8000000E+00   0.1196592E+02   0.2098062E+00   0.5023689E+00
0.9000000E+00   0.1196590E+02   0.2095504E+00   0.5021050E+00
0.1000000E+01   0.1196589E+02   0.2093461E+00   0.5018939E+00
