0.3331880E-01   0.1311525E+00
0.1337106E+00   0.2768954E-01
0.2442802E+00   0.1846480E-01
0.3555125E+00   0.1545056E-01
0.4669050E+00   0.1397684E-01
0.5783593E+00   0.1310667E-01
0.6898436E+00   0.1253325E-01
0.8013447E+00   0.1212721E-01
0.9128562E+00   0.1182474E-01
0.1024374E+01   0.1159074E-01
0.2139691E+01   0.1061836E-01
0.3255074E+01   0.1032108E-01
0.4370472E+01   0.1017706E-01
0.5485876E+01   0.1009208E-01
0.6601282E+01   0.1003601E-01
0.7716690E+01   0.9996251E-02
0.8832099E+01   0.9966582E-02
0.9947509E+01   0.9943596E-02
0.1106291E+02   0.9925264E-02
0.2221702E+02   0.9843389E-02
0.3337114E+02   0.9816321E-02
0.4452526E+02   0.9802829E-02
0.5567937E+02   0.9794747E-02
0.6683349E+02   0.9789364E-02
0.7798761E+02   0.9785522E-02
0.8914172E+02   0.9782642E-02
0.1002958E+03   0.9780403E-02
0.1114499E+03   0.9778612E-02
0.2229911E+03   0.9770560E-02
0.3345322E+03   0.9767878E-02
0.4460733E+03   0.9766537E-02
0.5576146E+03   0.9765733E-02
0.6691561E+03   0.9765197E-02
0.7806971E+03   0.9764814E-02
0.8922361E+03   0.9764527E-02
0.1003781E+04   0.9764304E-02
0.1115319E+04   0.9764125E-02
0.2230730E+04   0.9763321E-02
0.3346140E+04   0.9763053E-02
0.4461742E+04   0.9762919E-02
0.5576900E+04   0.9762839E-02
0.6692553E+04   0.9762785E-02
0.7807820E+04   0.9762747E-02
0.8923485E+04   0.9762718E-02
0.1003985E+05   0.9762696E-02
0.1115506E+05   0.9762678E-02
