0.4455588E+02   0.2892563E+00
0.1181367E+02   0.5475175E-01
0.5966049E+01   0.3042671E-01
0.3960768E+01   0.2365936E-01
0.2960961E+01   0.2059502E-01
0.2363405E+01   0.1886296E-01
0.1966290E+01   0.1775324E-01
0.1683331E+01   0.1698272E-01
0.1471520E+01   0.1641696E-01
0.1307033E+01   0.1598413E-01
0.6170676E+00   0.1423078E-01
0.4038502E+00   0.1370931E-01
0.3001390E+00   0.1345915E-01
0.2388104E+00   0.1331229E-01
0.1982922E+00   0.1321571E-01
0.1695288E+00   0.1314735E-01
0.1480528E+00   0.1309643E-01
0.1314062E+00   0.1305703E-01
0.1181246E+00   0.1302563E-01
0.5874717E-01   0.1288572E-01
0.3909523E-01   0.1283959E-01
0.2929541E-01   0.1281661E-01
0.2342385E-01   0.1280285E-01
0.1951296E-01   0.1279369E-01
0.1672115E-01   0.1278716E-01
0.1462823E-01   0.1278226E-01
0.1300095E-01   0.1277845E-01
0.1169947E-01   0.1277540E-01
0.5846631E-02   0.1276171E-01
0.3897064E-02   0.1275715E-01
0.2922539E-02   0.1275487E-01
0.2337906E-02   0.1275351E-01
0.1948187E-02   0.1275260E-01
0.1669832E-02   0.1275194E-01
0.1461077E-02   0.1275146E-01
0.1298716E-02   0.1275108E-01
0.1168831E-02   0.1275077E-01
0.5843837E-03   0.1274941E-01
0.3895850E-03   0.1274895E-01
0.2921856E-03   0.1274872E-01
0.2337494E-03   0.1274859E-01
0.1947925E-03   0.1274850E-01
0.1669665E-03   0.1274843E-01
0.1461083E-03   0.1274838E-01
0.1298678E-03   0.1274834E-01
0.1168630E-03   0.1274831E-01
