0.1000000E-03   0.7283880E-01   0.1204486E-01   0.1268293E-01
0.2000000E-03   0.2489312E-01   0.1012703E-01   0.1220347E-01
0.3000000E-03   0.1899945E-01   0.9891291E-02   0.1214454E-01
0.4000000E-03   0.1679969E-01   0.9803300E-02   0.1212254E-01
0.5000000E-03   0.1565683E-01   0.9757586E-02   0.1211111E-01
0.6000000E-03   0.1495804E-01   0.9729635E-02   0.1210412E-01
0.7000000E-03   0.1448697E-01   0.9710792E-02   0.1209941E-01
0.8000000E-03   0.1414804E-01   0.9697234E-02   0.1209602E-01
0.9000000E-03   0.1389253E-01   0.9687014E-02   0.1209347E-01
0.1000000E-02   0.1369304E-01   0.9679035E-02   0.1209147E-01
0.2000000E-02   0.1284622E-01   0.9645162E-02   0.1208300E-01
0.3000000E-02   0.1258127E-01   0.9634564E-02   0.1208035E-01
0.4000000E-02   0.1245184E-01   0.9629387E-02   0.1207906E-01
0.5000000E-02   0.1237514E-01   0.9626319E-02   0.1207829E-01
0.6000000E-02   0.1232440E-01   0.9624289E-02   0.1207778E-01
0.7000000E-02   0.1228835E-01   0.9622847E-02   0.1207742E-01
0.8000000E-02   0.1226141E-01   0.9621769E-02   0.1207715E-01
0.8999999E-02   0.1224052E-01   0.9620934E-02   0.1207695E-01
0.1000000E-01   0.1222384E-01   0.9620267E-02   0.1207678E-01
0.2000000E-01   0.1214923E-01   0.9617282E-02   0.1207603E-01
0.3000000E-01   0.1212451E-01   0.9616293E-02   0.1207579E-01
0.4000000E-01   0.1211218E-01   0.9615800E-02   0.1207566E-01
0.5000000E-01   0.1210479E-01   0.9615504E-02   0.1207559E-01
0.6000000E-01   0.1209986E-01   0.9615307E-02   0.1207554E-01
0.7000000E-01   0.1209635E-01   0.9615167E-02   0.1207550E-01
0.8000000E-01   0.1209371E-01   0.9615061E-02   0.1207548E-01
0.8999999E-01   0.1209167E-01   0.9614979E-02   0.1207546E-01
0.1000000E+00   0.1209003E-01   0.9614914E-02   0.1207544E-01
0.2000000E+00   0.1208266E-01   0.9614619E-02   0.1207537E-01
0.3000000E+00   0.1208020E-01   0.9614521E-02   0.1207534E-01
0.4000000E+00   0.1207897E-01   0.9614472E-02   0.1207533E-01
0.5000000E+00   0.1207824E-01   0.9614442E-02   0.1207532E-01
0.6000000E+00   0.1207775E-01   0.9614423E-02   0.1207532E-01
0.7000000E+00   0.1207740E-01   0.9614409E-02   0.1207531E-01
0.8000000E+00   0.1207713E-01   0.9614398E-02   0.1207531E-01
0.9000000E+00   0.1207693E-01   0.9614390E-02   0.1207531E-01
0.1000000E+01   0.1207677E-01   0.9614383E-02   0.1207531E-01
0.2000000E+01   0.1207603E-01   0.9614354E-02   0.1207530E-01
0.3000000E+01   0.1207578E-01   0.9614344E-02   0.1207530E-01
0.4000000E+01   0.1207566E-01   0.9614339E-02   0.1207530E-01
0.5000000E+01   0.1207559E-01   0.9614336E-02   0.1207530E-01
0.6000000E+01   0.1207554E-01   0.9614334E-02   0.1207530E-01
0.7000000E+01   0.1207550E-01   0.9614333E-02   0.1207530E-01
0.8000000E+01   0.1207548E-01   0.9614332E-02   0.1207530E-01
0.9000000E+01   0.1207546E-01   0.9614331E-02   0.1207530E-01
0.1000000E+02   0.1207544E-01   0.9614330E-02   0.1207529E-01
