0.2502576E+02   0.9410541E-01
0.6491783E+01   0.2273641E-01
0.3634226E+01   0.1590889E-01
0.2520431E+01   0.1357157E-01
0.1928737E+01   0.1240442E-01
0.1561918E+01   0.1170690E-01
0.1312291E+01   0.1124365E-01
0.1131443E+01   0.1091383E-01
0.9943953E+00   0.1066713E-01
0.8869565E+00   0.1047568E-01
0.4263106E+00   0.9674351E-02
0.2805822E+00   0.9427434E-02
0.2091026E+00   0.9307480E-02
0.1666481E+00   0.9236595E-02
0.1385233E+00   0.9189785E-02
0.1185209E+00   0.9156565E-02
0.1035662E+00   0.9131768E-02
0.9196255E-01   0.9112550E-02
0.8269708E-01   0.9097219E-02
0.4119352E-01   0.9028703E-02
0.2742807E-01   0.9006035E-02
0.2055822E-01   0.8994733E-02
0.1644042E-01   0.8987962E-02
0.1369693E-01   0.8983452E-02
0.1173814E-01   0.8980233E-02
0.1026950E-01   0.8977820E-02
0.9127499E-02   0.8975943E-02
0.8214066E-02   0.8974443E-02
0.4105498E-02   0.8967694E-02
0.2736657E-02   0.8965447E-02
0.2052364E-02   0.8964323E-02
0.1641830E-02   0.8963649E-02
0.1368159E-02   0.8963200E-02
0.1172685E-02   0.8962879E-02
0.1026087E-02   0.8962638E-02
0.9120677E-03   0.8962451E-02
0.8208538E-03   0.8962301E-02
0.4104124E-03   0.8961627E-02
0.2736031E-03   0.8961403E-02
0.2051885E-03   0.8961290E-02
0.1641539E-03   0.8961223E-02
0.1367982E-03   0.8961178E-02
0.1172515E-03   0.8961146E-02
0.1026075E-03   0.8961122E-02
0.9119440E-04   0.8961103E-02
0.8206033E-04   0.8961088E-02
