0.6891234E+02   0.9084406E+00
0.3655070E+02   0.4383354E+00
0.2080259E+02   0.2213936E+00
0.1282854E+02   0.1301699E+00
0.8867154E+01   0.9221890E-01
0.6687671E+01   0.7380171E-01
0.5345242E+01   0.6339028E-01
0.4444075E+01   0.5681400E-01
0.3799937E+01   0.5232083E-01
0.3317533E+01   0.4907057E-01
0.1457435E+01   0.3747404E-01
0.9331217E+00   0.3447792E-01
0.6861725E+00   0.3310881E-01
0.5425636E+00   0.3232506E-01
0.4486578E+00   0.3181752E-01
0.3824600E+00   0.3146210E-01
0.3332841E+00   0.3119933E-01
0.2953128E+00   0.3099716E-01
0.2651085E+00   0.3083681E-01
0.1310594E+00   0.3013007E-01
0.8704545E-01   0.2989976E-01
0.6516191E-01   0.2978558E-01
0.5207104E-01   0.2971737E-01
0.4336010E-01   0.2967203E-01
0.3714597E-01   0.2963971E-01
0.3248972E-01   0.2961550E-01
0.2887076E-01   0.2959669E-01
0.2597722E-01   0.2958165E-01
0.1297408E-01   0.2951413E-01
0.8646164E-02   0.2949168E-01
0.6483415E-02   0.2948046E-01
0.5186152E-02   0.2947373E-01
0.4321471E-02   0.2946925E-01
0.3703921E-02   0.2946604E-01
0.3240801E-02   0.2946364E-01
0.2880623E-02   0.2946177E-01
0.2592496E-02   0.2946028E-01
0.1296101E-02   0.2945356E-01
0.8640373E-03   0.2945132E-01
0.6480159E-03   0.2945020E-01
0.5184094E-03   0.2944953E-01
0.4320007E-03   0.2944908E-01
0.3702860E-03   0.2944876E-01
0.3239967E-03   0.2944852E-01
0.2880033E-03   0.2944833E-01
0.2592029E-03   0.2944818E-01
