0.5616876E+02   0.4996505E+00
0.1988206E+02   0.1314682E+00
0.9427874E+01   0.5981920E-01
0.5978017E+01   0.4179860E-01
0.4355832E+01   0.3438543E-01
0.3422020E+01   0.3043415E-01
0.2816710E+01   0.2799778E-01
0.2392909E+01   0.2635086E-01
0.2079764E+01   0.2516525E-01
0.1838996E+01   0.2427181E-01
0.8519284E+00   0.2077459E-01
0.5543000E+00   0.1977254E-01
0.4107794E+00   0.1929806E-01
0.3262926E+00   0.1902140E-01
0.2706301E+00   0.1884021E-01
0.2311908E+00   0.1871234E-01
0.2017843E+00   0.1861728E-01
0.1790144E+00   0.1854384E-01
0.1608622E+00   0.1848539E-01
0.7987153E-01   0.1822573E-01
0.5312444E-01   0.1814038E-01
0.3979726E-01   0.1809792E-01
0.3181574E-01   0.1807252E-01
0.2650087E-01   0.1805561E-01
0.2270753E-01   0.1804355E-01
0.1986418E-01   0.1803451E-01
0.1765365E-01   0.1802749E-01
0.1588584E-01   0.1802187E-01
0.7937426E-02   0.1799663E-01
0.5290397E-02   0.1798822E-01
0.3967340E-02   0.1798402E-01
0.3173653E-02   0.1798151E-01
0.2644588E-02   0.1797983E-01
0.2266716E-02   0.1797863E-01
0.1983328E-02   0.1797773E-01
0.1762924E-02   0.1797703E-01
0.1586606E-02   0.1797647E-01
0.7932506E-03   0.1797395E-01
0.5288207E-03   0.1797311E-01
0.3966138E-03   0.1797269E-01
0.3172913E-03   0.1797244E-01
0.2644000E-03   0.1797227E-01
0.2266376E-03   0.1797215E-01
0.1983000E-03   0.1797206E-01
0.1762827E-03   0.1797199E-01
0.1586542E-03   0.1797194E-01
