Dose	Fit_Response
0.000000	7002.968197
0.002100	7003.032664
0.005200	7003.127829
0.013000	7003.367278
0.033000	7003.981250
0.082000	7005.485481
0.200000	7009.107914
0.510000	7018.624475
1.300000	7042.876356
3.200000	7101.203667
8.000000	7248.556871
20.000000	7616.939882
50.000000	8537.897411
