0.3396110E-01   0.1276185E+00
0.1337897E+00   0.2817705E-01
0.2430714E+00   0.1900243E-01
0.3529873E+00   0.1596951E-01
0.4630586E+00   0.1447926E-01
0.5731901E+00   0.1359688E-01
0.6833510E+00   0.1301438E-01
0.7935284E+00   0.1260141E-01
0.9037159E+00   0.1229348E-01
0.1013910E+01   0.1205510E-01
0.2115985E+01   0.1106292E-01
0.3218125E+01   0.1075906E-01
0.4320280E+01   0.1061176E-01
0.5422441E+01   0.1052482E-01
0.6524604E+01   0.1046745E-01
0.7626769E+01   0.1042675E-01
0.8728935E+01   0.1039638E-01
0.9831101E+01   0.1037285E-01
0.1093326E+02   0.1035409E-01
0.2195494E+02   0.1027026E-01
0.3297663E+02   0.1024255E-01
0.4399831E+02   0.1022873E-01
0.5502000E+02   0.1022045E-01
0.6604168E+02   0.1021494E-01
0.7706337E+02   0.1021101E-01
0.8808506E+02   0.1020806E-01
0.9910674E+02   0.1020576E-01
0.1101284E+03   0.1020393E-01
0.2203453E+03   0.1019568E-01
0.3305621E+03   0.1019294E-01
0.4407789E+03   0.1019156E-01
0.5509957E+03   0.1019074E-01
0.6612123E+03   0.1019019E-01
0.7714289E+03   0.1018980E-01
0.8816470E+03   0.1018950E-01
0.9918620E+03   0.1018927E-01
0.1102082E+04   0.1018909E-01
0.2204253E+04   0.1018827E-01
0.3306314E+04   0.1018799E-01
0.4408584E+04   0.1018786E-01
0.5510584E+04   0.1018777E-01
0.6612233E+04   0.1018772E-01
0.7715124E+04   0.1018768E-01
0.8818103E+04   0.1018765E-01
0.9918744E+04   0.1018763E-01
0.1102116E+05   0.1018761E-01
