Normalized_signaling_variable	P_X_input	P_ZG_graded_output	P_ZB_switch_like_output
1.2093023256e+00	2.6469786411e-05	2.5511620226e-02	2.1197652218e-01
1.2108027007e+00	2.7149280044e-05	2.5649760106e-02	2.1610819632e-01
1.2123030758e+00	2.7844365096e-05	2.5788586207e-02	2.2030508727e-01
1.2138034509e+00	2.8559798353e-05	2.5928101420e-02	2.2456762905e-01
1.2153038260e+00	2.9290151588e-05	2.6068169657e-02	2.2888293734e-01
1.2168042011e+00	3.0035634124e-05	2.6208792077e-02	2.3325117100e-01
1.2183045761e+00	3.0798073788e-05	2.6350109396e-02	2.3768584984e-01
1.2198049512e+00	3.1582619931e-05	2.6492124511e-02	2.4218733234e-01
1.2213053263e+00	3.2383376777e-05	2.6634699605e-02	2.4674245667e-01
1.2228057014e+00	3.3200569456e-05	2.6777835837e-02	2.5135134984e-01
1.2243060765e+00	3.4036189189e-05	2.6921675669e-02	2.5602768174e-01
1.2258064516e+00	3.4895805604e-05	2.7066222006e-02	2.6077172708e-01
1.2273068267e+00	3.5773020488e-05	2.7211335292e-02	2.6557009014e-01
1.2288072018e+00	3.6668075763e-05	2.7357016689e-02	2.7042286278e-01
1.2303075769e+00	3.7583138862e-05	2.7503410409e-02	2.7534380809e-01
1.2318079520e+00	3.8524228968e-05	2.7650519363e-02	2.8033310876e-01
1.2333083271e+00	3.9484408394e-05	2.7798202252e-02	2.8537718386e-01
1.2348087022e+00	4.0463936894e-05	2.7946460242e-02	2.9047608680e-01
1.2363090773e+00	4.1465171768e-05	2.8095439295e-02	2.9564361215e-01
1.2378094524e+00	4.2494612671e-05	2.8245142330e-02	3.0087984251e-01
1.2393098275e+00	4.3544743157e-05	2.8395426300e-02	3.0617106535e-01
1.2408102026e+00	4.4615841900e-05	2.8546292375e-02	3.1151729243e-01
1.2423105776e+00	4.5710470619e-05	2.8697888271e-02	3.1693228343e-01
1.2438109527e+00	4.6835642038e-05	2.8850216910e-02	3.2241601293e-01
1.2453113278e+00	4.7983219337e-05	2.9003133499e-02	3.2795469539e-01
1.2468117029e+00	4.9153501238e-05	2.9156639207e-02	3.3354829788e-01
1.2483120780e+00	5.0349269367e-05	2.9310883509e-02	3.3921047421e-01
1.2498124531e+00	5.1578083872e-05	2.9465869331e-02	3.4494108347e-01
1.2513128282e+00	5.2831143496e-05	2.9621450126e-02	3.5072633046e-01
1.2528132033e+00	5.4108768191e-05	2.9777627065e-02	3.5656613461e-01
1.2543135784e+00	5.5413975954e-05	2.9934551383e-02	3.6247396876e-01
1.2558139535e+00	5.6754910531e-05	3.0092226008e-02	3.6844956941e-01
1.2573143286e+00	5.8122059616e-05	3.0250502639e-02	3.7447919969e-01
1.2588147037e+00	5.9515765623e-05	3.0409382448e-02	3.8056272865e-01
1.2603150788e+00	6.0939300419e-05	3.0569018429e-02	3.8671336920e-01
1.2618154539e+00	6.2401429389e-05	3.0729413514e-02	3.9293072862e-01
1.2633158290e+00	6.3891879921e-05	3.0890417644e-02	3.9920120081e-01
1.2648162041e+00	6.5411018178e-05	3.1052031991e-02	4.0552460190e-01
1.2663165791e+00	6.6962388463e-05	3.1214411312e-02	4.1191380243e-01
1.2678169542e+00	6.8555417788e-05	3.1377558541e-02	4.1836827448e-01
1.2693173293e+00	7.0179021217e-05	3.1541321857e-02	4.2487461924e-01
1.2708177044e+00	7.1833590000e-05	3.1705702435e-02	4.3143259768e-01
1.2723180795e+00	7.3522960574e-05	3.1870856792e-02	4.3805465246e-01
1.2738184546e+00	7.5257263556e-05	3.2036787865e-02	4.4474011527e-01
1.2753188297e+00	7.7024546816e-05	3.2203342071e-02	4.5147587480e-01
1.2768192048e+00	7.8825228074e-05	3.2370520585e-02	4.5826163494e-01
1.2783195799e+00	8.0663456779e-05	3.2538481687e-02	4.6510932251e-01
1.2798199550e+00	8.2550111193e-05	3.2707228312e-02	4.7201812435e-01
1.2813203301e+00	8.4472314142e-05	3.2876605117e-02	4.7897530028e-01
1.2828207052e+00	8.6430511263e-05	3.3046613277e-02	4.8598049549e-01
1.2843210803e+00	8.8429187119e-05	3.3217412833e-02	4.9304503104e-01
1.2858214554e+00	9.0480013774e-05	3.3389006718e-02	5.0016794548e-01
1.2873218305e+00	9.2569128088e-05	3.3561237829e-02	5.0733695611e-01
1.2888222056e+00	9.4697005108e-05	3.3734107340e-02	5.1455164830e-01
1.2903225806e+00	9.6868487901e-05	3.3907777050e-02	5.2182264610e-01
1.2918229557e+00	9.9096090663e-05	3.4082249894e-02	5.2914883725e-01
1.2933233308e+00	1.0136490018e-04	3.4257367005e-02	5.3651848537e-01
1.2948237059e+00	1.0367542245e-04	3.4433129555e-02	5.4393111514e-01
1.2963240810e+00	1.0603288378e-04	3.4609701104e-02	5.5139656178e-01
1.2978244561e+00	1.0845069106e-04	3.4787084584e-02	5.5891356085e-01
1.2993248312e+00	1.1091281358e-04	3.4965119365e-02	5.6647101273e-01
1.3008252063e+00	1.1341978993e-04	3.5143806621e-02	5.7406838113e-01
1.3023255814e+00	1.1597725574e-04	3.5323311666e-02	5.8171462065e-01
1.3038259565e+00	1.1859956345e-04	3.5503637427e-02	5.8940831447e-01
1.3053263316e+00	1.2126949407e-04	3.5684621519e-02	5.9713909127e-01
1.3068267067e+00	1.2398762039e-04	3.5866265110e-02	6.0490635397e-01
1.3083270818e+00	1.2676001497e-04	3.6048735269e-02	6.1271808562e-01
1.3098274569e+00	1.2960203098e-04	3.6232034920e-02	6.2057271805e-01
1.3113278320e+00	1.3249518682e-04	3.6415999918e-02	6.2846070019e-01
1.3128282071e+00	1.3544009122e-04	3.6600631430e-02	6.3638137483e-01
1.3143285821e+00	1.3844328269e-04	3.6786098275e-02	6.4434166421e-01
1.3158289572e+00	1.4152117278e-04	3.6972403372e-02	6.5233985111e-01
1.3173293323e+00	1.4465393927e-04	3.7159380820e-02	6.6036729634e-01
1.3188297074e+00	1.4784222863e-04	3.7347031784e-02	6.6842328376e-01
1.3203300825e+00	1.5109307596e-04	3.7535526829e-02	6.7651358795e-01
1.3218304576e+00	1.5442401119e-04	3.7724868867e-02	6.8463634633e-01
1.3233308327e+00	1.5781378984e-04	3.7914890245e-02	6.9278392208e-01
1.3248312078e+00	1.6126309792e-04	3.8105592126e-02	7.0095554185e-01
1.3263315829e+00	1.6477949934e-04	3.8297146817e-02	7.0915574907e-01
1.3278319580e+00	1.6838170501e-04	3.8489557220e-02	7.1738254082e-01
1.3293323331e+00	1.7204696262e-04	3.8682653935e-02	7.2562937122e-01
1.3308327082e+00	1.7577599959e-04	3.8876438122e-02	7.3389541200e-01
1.3323330833e+00	1.7957694262e-04	3.9071083823e-02	7.4218389604e-01
1.3338334584e+00	1.8346974860e-04	3.9266593933e-02	7.5049268656e-01
1.3353338335e+00	1.8743006796e-04	3.9462797308e-02	7.5881641439e-01
1.3368342086e+00	1.9145867148e-04	3.9659695102e-02	7.6715419925e-01
1.3383345836e+00	1.9556428425e-04	3.9857463089e-02	7.7550788903e-01
1.3398349587e+00	1.9976817688e-04	4.0056104155e-02	7.8387522089e-01
1.3413353338e+00	2.0404430897e-04	4.0255445415e-02	7.9225208468e-01
1.3428357089e+00	2.0839349663e-04	4.0455488021e-02	8.0063755145e-01
1.3443360840e+00	2.1282510084e-04	4.0656409469e-02	8.0903201555e-01
1.3458364591e+00	2.1736177618e-04	4.0858212635e-02	8.1743309729e-01
1.3473368342e+00	2.2197569375e-04	4.1060722900e-02	8.2583802332e-01
1.3488372093e+00	2.2666771704e-04	4.1263941411e-02	8.3424582001e-01
1.3503375844e+00	2.3144788222e-04	4.1468047383e-02	8.4265536618e-01
1.3518379595e+00	2.3634030079e-04	4.1673043678e-02	8.5106417586e-01
1.3533383346e+00	2.4131525343e-04	4.1878753949e-02	8.5947088506e-01
1.3548387097e+00	2.4637365310e-04	4.2085179340e-02	8.6787447995e-01
1.3563390848e+00	2.5152625234e-04	4.2292500773e-02	8.7627226924e-01
1.3578394599e+00	2.5679869528e-04	4.2500721099e-02	8.8466167256e-01
1.3593398350e+00	2.6215926584e-04	4.2709662249e-02	8.9304280172e-01
1.3608402101e+00	2.6760892861e-04	4.2919325361e-02	9.0141460771e-01
1.3623405851e+00	2.7315919570e-04	4.3129893058e-02	9.0977278269e-01
1.3638409602e+00	2.7883732224e-04	4.3341368178e-02	9.1811466501e-01
1.3653413353e+00	2.8460948467e-04	4.3553570938e-02	9.2644190185e-01
1.3668417104e+00	2.9047670138e-04	4.3766502469e-02	9.3475341449e-01
1.3683420855e+00	2.9645128928e-04	4.3980347086e-02	9.4304324093e-01
1.3698424606e+00	3.0256219562e-04	4.4195107613e-02	9.5130865256e-01
1.3713428357e+00	3.0877337409e-04	4.4410602560e-02	9.5955288379e-01
1.3728432108e+00	3.1508589914e-04	4.4626833053e-02	9.6777483214e-01
1.3743435859e+00	3.2151293975e-04	4.4843985088e-02	9.7596685330e-01
1.3758439610e+00	3.2808521923e-04	4.5062061473e-02	9.8412616704e-01
1.3773443361e+00	3.3476434861e-04	4.5280879020e-02	9.9225763852e-01
1.3788447112e+00	3.4155146066e-04	4.5500438849e-02	1.0003601479e+00
1.3803450863e+00	3.4846062593e-04	4.5720928628e-02	1.0084243503e+00
1.3818454614e+00	3.5552443045e-04	4.5942351148e-02	1.0164474302e+00
1.3833458365e+00	3.6270201799e-04	4.6164521531e-02	1.0244359181e+00
1.3848462116e+00	3.6999458199e-04	4.6387440891e-02	1.0323886834e+00
1.3863465866e+00	3.7741714618e-04	4.6611298557e-02	1.0402946730e+00
1.3878469617e+00	3.8500424887e-04	4.6836097301e-02	1.0481510535e+00
1.3893473368e+00	3.9271243713e-04	4.7061650568e-02	1.0559660451e+00
1.3908477119e+00	4.0054296745e-04	4.7287959463e-02	1.0637385135e+00
1.3923480870e+00	4.0851187068e-04	4.7515214963e-02	1.0714557010e+00
1.3938484621e+00	4.1665572967e-04	4.7743419823e-02	1.0791147736e+00
1.3953488372e+00	4.2492836058e-04	4.7972385818e-02	1.0867256563e+00
1.3968492123e+00	4.3333108534e-04	4.8202114047e-02	1.0942872183e+00
1.3983495874e+00	4.4188099814e-04	4.8432797122e-02	1.1017850115e+00
1.3998499625e+00	4.5061682153e-04	4.8664437777e-02	1.1092162199e+00
1.4013503376e+00	4.5948950154e-04	4.8896846131e-02	1.1165924770e+00
1.4028507127e+00	4.6850042800e-04	4.9130023275e-02	1.1239126632e+00
1.4043510878e+00	4.7766781702e-04	4.9364163444e-02	1.1311606654e+00
1.4058514629e+00	4.8703262880e-04	4.9599269350e-02	1.1383337048e+00
1.4073518380e+00	4.9654279506e-04	4.9835149469e-02	1.1454451163e+00
1.4088522131e+00	5.0619977601e-04	5.0071804880e-02	1.1524937988e+00
1.4103525881e+00	5.1602297070e-04	5.0309431429e-02	1.1594620118e+00
1.4118529632e+00	5.2605567770e-04	5.0548031806e-02	1.1663470323e+00
1.4133533383e+00	5.3624266520e-04	5.0787412853e-02	1.1731638785e+00
1.4148537134e+00	5.4658546632e-04	5.1027575641e-02	1.1799114753e+00
1.4163540885e+00	5.5710472649e-04	5.1268717611e-02	1.1865705038e+00
1.4178544636e+00	5.6784618621e-04	5.1510841428e-02	1.1931383155e+00
1.4193548387e+00	5.7875129579e-04	5.1753752315e-02	1.1996315822e+00
1.4208552138e+00	5.8982166383e-04	5.1997451335e-02	1.2060492625e+00
1.4223555889e+00	6.0107924812e-04	5.2242137506e-02	1.2123705189e+00
1.4238559640e+00	6.1257233736e-04	5.2487813469e-02	1.2185927965e+00
1.4253563391e+00	6.2423890456e-04	5.2734282844e-02	1.2247343795e+00
1.4268567142e+00	6.3608063631e-04	5.2981546681e-02	1.2307942675e+00
1.4283570893e+00	6.4812087136e-04	5.3229805562e-02	1.2367501755e+00
1.4298574644e+00	6.6041055562e-04	5.3479062102e-02	1.2425996609e+00
1.4313578395e+00	6.7288402014e-04	5.3729118331e-02	1.2483625674e+00
1.4328582146e+00	6.8554303215e-04	5.3979975289e-02	1.2540379433e+00
1.4343585896e+00	6.9841238246e-04	5.4231835105e-02	1.2596021376e+00
1.4358589647e+00	7.1154578594e-04	5.4484700363e-02	1.2650528378e+00
1.4373593398e+00	7.2487376184e-04	5.4738371522e-02	1.2704113836e+00
1.4388597149e+00	7.3839816064e-04	5.4992849610e-02	1.2756768789e+00
1.4403600900e+00	7.5214529901e-04	5.5248338283e-02	1.2808243988e+00
1.4418604651e+00	7.6617177516e-04	5.5504840100e-02	1.2858517782e+00
1.4433608402e+00	7.8040412149e-04	5.5762153958e-02	1.2907817780e+00
1.4448612153e+00	7.9484427436e-04	5.6020280875e-02	1.2956135641e+00
1.4463615904e+00	8.0952015279e-04	5.6279426019e-02	1.3003210399e+00
1.4478619655e+00	8.2449135531e-04	5.6539591916e-02	1.3049022039e+00
1.4493623406e+00	8.3968024720e-04	5.6800575924e-02	1.3093811526e+00
1.4508627157e+00	8.5508885332e-04	5.7062379050e-02	1.3137571205e+00
1.4523630908e+00	8.7074677426e-04	5.7325207949e-02	1.3180029497e+00
1.4538634659e+00	8.8671672842e-04	5.7589065119e-02	1.3221168179e+00
1.4553638410e+00	9.0291672843e-04	5.7853746396e-02	1.3261240616e+00
1.4568642161e+00	9.1934889033e-04	5.8119252770e-02	1.3300239899e+00
1.4583645911e+00	9.3604457820e-04	5.8385792373e-02	1.3337885026e+00
1.4598649662e+00	9.5306975235e-04	5.8653367665e-02	1.3374159705e+00
1.4613653413e+00	9.7033788205e-04	5.8921772980e-02	1.3409328653e+00
1.4628657164e+00	9.8785117716e-04	5.9191009297e-02	1.3443385759e+00
1.4643660915e+00	1.0056428500e-03	5.9461286194e-02	1.3476041862e+00
1.4658664666e+00	1.0237822272e-03	5.9732606101e-02	1.3507282728e+00
1.4673668417e+00	1.0421780388e-03	6.0004761866e-02	1.3537383290e+00
1.4688672168e+00	1.0608325911e-03	6.0277754452e-02	1.3566338282e+00
1.4703675919e+00	1.0797810321e-03	6.0551794870e-02	1.3593851713e+00
1.4718679670e+00	1.0990961817e-03	6.0826885512e-02	1.3619911516e+00
1.4733683421e+00	1.1186818296e-03	6.1102817762e-02	1.3644801624e+00
1.4748687172e+00	1.1385403811e-03	6.1379592569e-02	1.3668517660e+00
1.4763690923e+00	1.1587090104e-03	6.1657422351e-02	1.3690758182e+00
1.4778694674e+00	1.1792641596e-03	6.1936309463e-02	1.3711513388e+00
1.4793698425e+00	1.2001044716e-03	6.2216043845e-02	1.3731074923e+00
1.4808702176e+00	1.2212324537e-03	6.2496626433e-02	1.3749439333e+00
1.4823705926e+00	1.2426873993e-03	6.2778271026e-02	1.3766301150e+00
1.4838709677e+00	1.2645495039e-03	6.3060979943e-02	1.3781652915e+00
1.4853713428e+00	1.2867120526e-03	6.3344541703e-02	1.3795792639e+00
1.4868717179e+00	1.3091776569e-03	6.3628957224e-02	1.3808717815e+00
1.4883720930e+00	1.3319878258e-03	6.3914441668e-02	1.3820120411e+00
1.4898724681e+00	1.3552266413e-03	6.4200997312e-02	1.3829995366e+00
1.4913728432e+00	1.3787818143e-03	6.4488411276e-02	1.3838645660e+00
1.4928732183e+00	1.4026560633e-03	6.4776684464e-02	1.3846069757e+00
1.4943735934e+00	1.4268932114e-03	6.5066033371e-02	1.3851958532e+00
1.4958739685e+00	1.4515813628e-03	6.5356460235e-02	1.3856309368e+00
1.4973743436e+00	1.4766024328e-03	6.5647750800e-02	1.3859428775e+00
1.4988747187e+00	1.5019592493e-03	6.5939905953e-02	1.3861316197e+00
1.5003750938e+00	1.5276980516e-03	6.6233143499e-02	1.3861662908e+00
1.5018754689e+00	1.5539111027e-03	6.6527465634e-02	1.3860468752e+00
1.5033758440e+00	1.5804742964e-03	6.6822656750e-02	1.3858042304e+00
1.5048762191e+00	1.6073905728e-03	6.7118717718e-02	1.3854383995e+00
1.5063765941e+00	1.6347086917e-03	6.7415867625e-02	1.3849186978e+00
1.5078769692e+00	1.6625252137e-03	6.7714108625e-02	1.3842453561e+00
1.5093773443e+00	1.6907097804e-03	6.8013223783e-02	1.3834492901e+00
1.5108777194e+00	1.7192654462e-03	6.8313213951e-02	1.3825306413e+00
1.5123780945e+00	1.7482435992e-03	6.8614299475e-02	1.3814590597e+00
1.5138784696e+00	1.7777452381e-03	6.8916482462e-02	1.3802350207e+00
1.5153788447e+00	1.8076335164e-03	6.9219544677e-02	1.3788893497e+00
1.5168792198e+00	1.8379116055e-03	6.9523486954e-02	1.3774222850e+00
1.5183795949e+00	1.8686336321e-03	6.9828530866e-02	1.3758039559e+00
1.5198799700e+00	1.8999051744e-03	7.0134678477e-02	1.3740350784e+00
1.5213803451e+00	1.9315826582e-03	7.0441710275e-02	1.3721462396e+00
1.5228807202e+00	1.9636693741e-03	7.0749627076e-02	1.3701377730e+00
1.5243810953e+00	1.9962223007e-03	7.1058651653e-02	1.3679804272e+00
1.5258814704e+00	2.0293517386e-03	7.1368786023e-02	1.3656751534e+00
1.5273818455e+00	2.0629071415e-03	7.1679809426e-02	1.3632521539e+00
1.5288822206e+00	2.0968919216e-03	7.1991722659e-02	1.3607118553e+00
1.5303825956e+00	2.1313660252e-03	7.2304749667e-02	1.3580257606e+00
1.5318829707e+00	2.1664446194e-03	7.2618892416e-02	1.3551950485e+00
1.5333833458e+00	2.2019699373e-03	7.2933928927e-02	1.3522493942e+00
1.5348837209e+00	2.2379455150e-03	7.3249859979e-02	1.3491893133e+00
1.5363840960e+00	2.2744343850e-03	7.3566910655e-02	1.3459871930e+00
1.5378844711e+00	2.3115567263e-03	7.3885082873e-02	1.3426444303e+00
1.5393848462e+00	2.3491472986e-03	7.4204153463e-02	1.3391900343e+00
1.5408852213e+00	2.3872097639e-03	7.4524123183e-02	1.3356246055e+00
1.5423855964e+00	2.4258103628e-03	7.4845218226e-02	1.3319215381e+00
1.5438859715e+00	2.4650744313e-03	7.5167440458e-02	1.3280824364e+00
1.5453863466e+00	2.5048289995e-03	7.5490565549e-02	1.3241355096e+00
1.5468867217e+00	2.5450778577e-03	7.5814594235e-02	1.3200814388e+00
1.5483870968e+00	2.5858905782e-03	7.6139753787e-02	1.3158947398e+00
1.5498874719e+00	2.6273978009e-03	7.6466046018e-02	1.3115772115e+00
1.5513878470e+00	2.6694185658e-03	7.6793245468e-02	1.3071561362e+00
1.5528882221e+00	2.7119567934e-03	7.7121352852e-02	1.3026322703e+00
1.5543885971e+00	2.7550855149e-03	7.7450596485e-02	1.2979813571e+00
1.5558889722e+00	2.7989408204e-03	7.7780978126e-02	1.2932053763e+00
1.5573893473e+00	2.8433334964e-03	7.8112271217e-02	1.2883305635e+00
1.5588897224e+00	2.8882675954e-03	7.8444476450e-02	1.2833577445e+00
1.5603900975e+00	2.9338197367e-03	7.8777823151e-02	1.2782639867e+00
1.5618904726e+00	2.9801316078e-03	7.9112313024e-02	1.2730514356e+00
1.5633908477e+00	3.0270054747e-03	7.9447718443e-02	1.2677451681e+00
1.5648912228e+00	3.0744455237e-03	7.9784040080e-02	1.2623460731e+00
1.5663915979e+00	3.1225320942e-03	8.0121508236e-02	1.2568326289e+00
1.5678919730e+00	3.1714126177e-03	8.0460124557e-02	1.2512071306e+00
1.5693923481e+00	3.2208805698e-03	8.0799660386e-02	1.2454933935e+00
1.5708927232e+00	3.2709402726e-03	8.1140116371e-02	1.2396923629e+00
1.5723930983e+00	3.3216759197e-03	8.1481723753e-02	1.2337840042e+00
1.5738934734e+00	3.3732408332e-03	8.1824484122e-02	1.2277707448e+00
1.5753938485e+00	3.4254194260e-03	8.2168167820e-02	1.2216750452e+00
1.5768942236e+00	3.4782161571e-03	8.2512775470e-02	1.2154979000e+00
1.5783945986e+00	3.5317192111e-03	8.2858539222e-02	1.2092208271e+00
1.5798949737e+00	3.5860879470e-03	8.3205460602e-02	1.2028463681e+00
1.5813953488e+00	3.6410974395e-03	8.3553308990e-02	1.1963955457e+00
1.5828957239e+00	3.6967522865e-03	8.3902084985e-02	1.1898693967e+00
1.5843960990e+00	3.7531448023e-03	8.4252021602e-02	1.1832510452e+00
1.5858964741e+00	3.8104405281e-03	8.4603120310e-02	1.1765431289e+00
1.5873968492e+00	3.8684049232e-03	8.4955149558e-02	1.1697651601e+00
1.5888972243e+00	3.9270427257e-03	8.5308109919e-02	1.1629182102e+00
1.5903975994e+00	3.9864505208e-03	8.5662235242e-02	1.1559870522e+00
1.5918979745e+00	4.0468001762e-03	8.6017526929e-02	1.1489744012e+00
1.5933983496e+00	4.1078472569e-03	8.6373752539e-02	1.1418981975e+00
1.5948987247e+00	4.1695966420e-03	8.6730912620e-02	1.1347595396e+00
1.5963990998e+00	4.2321493310e-03	8.7089241811e-02	1.1275448809e+00
1.5978994749e+00	4.2956836614e-03	8.7448741453e-02	1.1202569943e+00
1.5993998500e+00	4.3599450229e-03	8.7809178246e-02	1.1129121985e+00
1.6009002251e+00	4.4249384369e-03	8.8170552714e-02	1.1055116113e+00
1.6024006002e+00	4.4907694622e-03	8.8533100249e-02	1.0980433859e+00
1.6039009752e+00	4.5576230480e-03	8.8896822125e-02	1.0905103346e+00
1.6054013503e+00	4.6252341267e-03	8.9261484227e-02	1.0829271154e+00
1.6069017254e+00	4.6936078627e-03	8.9627087050e-02	1.0752948579e+00
1.6084021005e+00	4.7628545212e-03	8.9993866700e-02	1.0676034238e+00
1.6099024756e+00	4.8331658032e-03	9.0361824384e-02	1.0598556457e+00
1.6114028507e+00	4.9042659009e-03	9.0730725207e-02	1.0520644936e+00
1.6129032258e+00	4.9761601225e-03	9.1100569640e-02	1.0442311020e+00
1.6144036009e+00	5.0489635881e-03	9.1471594457e-02	1.0363470378e+00
1.6159039760e+00	5.1228748889e-03	9.1843800800e-02	1.0284151358e+00
1.6174043511e+00	5.1976071930e-03	9.2216953033e-02	1.0204466624e+00
1.6189047262e+00	5.2731659533e-03	9.2591051600e-02	1.0124427490e+00
1.6204051013e+00	5.3496712949e-03	9.2966333905e-02	1.0043966552e+00
1.6219054764e+00	5.4273288352e-03	9.3342801019e-02	9.9631119966e-01
1.6234058515e+00	5.5058404347e-03	9.3720216610e-02	9.8819594055e-01
1.6249062266e+00	5.5852116907e-03	9.4098581092e-02	9.8005199946e-01
1.6264066017e+00	5.6655678858e-03	9.4478132457e-02	9.7187430474e-01
1.6279069767e+00	5.7471217968e-03	9.4858871705e-02	9.6366564196e-01
1.6294073518e+00	5.8295636926e-03	9.5240561846e-02	9.5543386720e-01
1.6309077269e+00	5.9128993159e-03	9.5623203266e-02	9.4718008548e-01
1.6324081020e+00	5.9972592590e-03	9.6007034500e-02	9.3890086072e-01
1.6339084771e+00	6.0828635891e-03	9.6392056477e-02	9.3059892887e-01
1.6354088522e+00	6.1693907008e-03	9.6778031592e-02	9.2228046087e-01
1.6369092273e+00	6.2568464817e-03	9.7164960200e-02	9.1394653874e-01
1.6384096024e+00	6.3453669882e-03	9.7553081337e-02	9.0559531958e-01
1.6399099775e+00	6.4351797058e-03	9.7942395858e-02	8.9722947420e-01
1.6414103526e+00	6.5259508722e-03	9.8332665585e-02	8.8885351535e-01
1.6429107277e+00	6.6176865199e-03	9.8723890846e-02	8.8046849606e-01
1.6444111028e+00	6.7105283247e-03	9.9116311128e-02	8.7207411571e-01
1.6459114779e+00	6.8047113144e-03	9.9509927213e-02	8.6367296557e-01
1.6474118530e+00	6.8998892895e-03	9.9904500393e-02	8.5526793664e-01
1.6489122281e+00	6.9960684268e-03	1.0030003097e-01	8.4686004742e-01
1.6504126032e+00	7.0933961772e-03	1.0069675883e-01	8.3845048092e-01
1.6519129782e+00	7.1921152321e-03	1.0109468469e-01	8.3004173561e-01
1.6534133533e+00	7.2918666752e-03	1.0149356935e-01	8.2163512608e-01
1.6549137284e+00	7.3926568275e-03	1.0189341309e-01	8.1323163127e-01
1.6564141035e+00	7.4946390712e-03	1.0229445615e-01	8.0483385220e-01
1.6579144786e+00	7.5980638782e-03	1.0269669917e-01	7.9644418244e-01
1.6594148537e+00	7.7025593389e-03	1.0309990252e-01	7.8806241385e-01
1.6609152288e+00	7.8081319175e-03	1.0350406643e-01	7.7968948118e-01
1.6624156039e+00	7.9149410845e-03	1.0390943147e-01	7.7132933164e-01
1.6639159790e+00	8.0232452051e-03	1.0431599820e-01	7.6298424322e-01
1.6654163541e+00	8.1326591021e-03	1.0472352660e-01	7.5465254607e-01
1.6669167292e+00	8.2431893820e-03	1.0513201685e-01	7.4633512679e-01
1.6684171043e+00	8.3550017608e-03	1.0554170982e-01	7.3803720156e-01
1.6699174794e+00	8.4683626050e-03	1.0595260596e-01	7.2976092338e-01
1.6714178545e+00	8.5828731993e-03	1.0636446490e-01	7.2150322854e-01
1.6729182296e+00	8.6985402908e-03	1.0677728682e-01	7.1326495197e-01
1.6744186047e+00	8.8155359983e-03	1.0719131278e-01	7.0505249711e-01
1.6759189797e+00	8.9341347934e-03	1.0760654316e-01	6.9686788398e-01
1.6774193548e+00	9.0539241549e-03	1.0802273729e-01	6.8870672871e-01
1.6789197299e+00	9.1749109696e-03	1.0843989532e-01	6.8056981166e-01
1.6804201050e+00	9.2972739153e-03	1.0885825847e-01	6.7246463809e-01
1.6819204801e+00	9.4212956676e-03	1.0927782705e-01	6.6439308841e-01
1.6834208552e+00	9.5465496362e-03	1.0969836013e-01	6.5634953745e-01
1.6849212303e+00	9.6730428455e-03	1.1011985782e-01	6.4833470861e-01
1.6864216054e+00	9.8009606893e-03	1.1054256147e-01	6.4035712070e-01
1.6879219805e+00	9.9305941402e-03	1.1096647130e-01	6.3241850934e-01
1.6894223556e+00	1.0061502280e-02	1.1139134618e-01	6.2451209105e-01
1.6909227307e+00	1.0193692269e-02	1.1181718620e-01	6.1663853049e-01
1.6924231058e+00	1.0327356372e-02	1.1224423276e-01	6.0880726974e-01
1.6939234809e+00	1.0462793947e-02	1.1267248600e-01	6.0101989574e-01
1.6954238560e+00	1.0599549493e-02	1.1310170464e-01	5.9326855323e-01
1.6969242311e+00	1.0737630306e-02	1.1353188873e-01	5.8555384683e-01
1.6984246062e+00	1.0877235676e-02	1.1396327969e-01	5.7788605037e-01
1.6999249812e+00	1.1018673427e-02	1.1439587757e-01	5.7026659966e-01
1.7014253563e+00	1.1161473230e-02	1.1482944100e-01	5.6268665661e-01
1.7029257314e+00	1.1305642510e-02	1.1526396998e-01	5.5514676512e-01
1.7044261065e+00	1.1451387738e-02	1.1569970590e-01	5.4765793880e-01
1.7059264816e+00	1.1599025281e-02	1.1613664872e-01	5.4022146114e-01
1.7074268567e+00	1.1748069737e-02	1.1657455703e-01	5.3282760200e-01
1.7089272318e+00	1.1898528660e-02	1.1701343079e-01	5.2547684431e-01
1.7104276069e+00	1.2050615853e-02	1.1745351129e-01	5.1818084983e-01
1.7119279820e+00	1.2204656295e-02	1.1789479842e-01	5.1094074979e-01
1.7134283571e+00	1.2360149276e-02	1.1833705075e-01	5.0374601371e-01
1.7149287322e+00	1.2517102476e-02	1.1878026822e-01	4.9659706379e-01
1.7164291073e+00	1.2675737181e-02	1.1922469197e-01	4.8950611932e-01
1.7179294824e+00	1.2836387043e-02	1.1967032180e-01	4.8247416049e-01
1.7194298575e+00	1.2998535817e-02	1.2011691633e-01	4.7548994836e-01
1.7209302326e+00	1.3162191305e-02	1.2056447548e-01	4.6855384516e-01
1.7224306077e+00	1.3327582424e-02	1.2101324017e-01	4.6167853866e-01
1.7239309827e+00	1.3495051556e-02	1.2146321013e-01	4.5486486039e-01
1.7254313578e+00	1.3664066701e-02	1.2191414408e-01	4.4810095430e-01
1.7269317329e+00	1.3834635777e-02	1.2236604189e-01	4.4138712375e-01
1.7284321080e+00	1.4006995481e-02	1.2281914425e-01	4.3473643830e-01
1.7299324831e+00	1.4181496972e-02	1.2327345077e-01	4.2814958416e-01
