Normalized_signaling_variable	P_X_input	P_ZG_graded_output	P_ZB_switch_like_output
3.1822955739e+00	7.0399450360e-01	5.1700300384e-01	2.2295280115e-17
3.1837959490e+00	7.0293458510e-01	5.1669261904e-01	2.4342416061e-17
3.1852963241e+00	7.0187123172e-01	5.1638055231e-01	2.6551855774e-17
3.1867966992e+00	7.0080356105e-01	5.1606638771e-01	2.8981997398e-17
3.1882970743e+00	6.9973172229e-01	5.1575013135e-01	3.1659425962e-17
3.1897974494e+00	6.9865653016e-01	5.1543220526e-01	3.4552526133e-17
3.1912978245e+00	6.9757800100e-01	5.1511261190e-01	3.7673896459e-17
3.1927981995e+00	6.9649527683e-01	5.1479093911e-01	4.1105546456e-17
3.1942985746e+00	6.9540850711e-01	5.1446719308e-01	4.4884660894e-17
3.1957989497e+00	6.9431848203e-01	5.1414179222e-01	4.8966688883e-17
3.1972993248e+00	6.9322521793e-01	5.1381473903e-01	5.3369237173e-17
3.1987996999e+00	6.9212788146e-01	5.1348562516e-01	5.8207283659e-17
3.2003000750e+00	6.9102662208e-01	5.1315445694e-01	6.3532752337e-17
3.2018004501e+00	6.8992220550e-01	5.1282164904e-01	6.9282967848e-17
3.2033008252e+00	6.8881464806e-01	5.1248720403e-01	7.5482494976e-17
3.2048012003e+00	6.8770314114e-01	5.1215071743e-01	8.2292268217e-17
3.2063015754e+00	6.8658783401e-01	5.1181219568e-01	8.9784672121e-17
3.2078019505e+00	6.8546946791e-01	5.1147204969e-01	9.7871679081e-17
3.2093023256e+00	6.8434805922e-01	5.1113028206e-01	1.0658750447e-16
3.2108027007e+00	6.8322282414e-01	5.1078649225e-01	1.1615703741e-16
3.2123030758e+00	6.8209391151e-01	5.1044068683e-01	1.2668101702e-16
3.2138034509e+00	6.8096203822e-01	5.1009327285e-01	1.3803601280e-16
3.2153038260e+00	6.7982722062e-01	5.0974425296e-01	1.5026960252e-16
3.2168042011e+00	6.7868869985e-01	5.0939323065e-01	1.6369552773e-16
3.2183045761e+00	6.7754662410e-01	5.0904021256e-01	1.7845375509e-16
3.2198049512e+00	6.7640168596e-01	5.0868560187e-01	1.9437149906e-16
3.2213053263e+00	6.7525390182e-01	5.0832940125e-01	2.1151480782e-16
3.2228057014e+00	6.7410253776e-01	5.0797121826e-01	2.3032065958e-16
3.2243060765e+00	6.7294774114e-01	5.0761105966e-01	2.5098319871e-16
3.2258064516e+00	6.7179018037e-01	5.0724932464e-01	2.7326094953e-16
3.2273068267e+00	6.7062987179e-01	5.0688601593e-01	2.9724544789e-16
3.2288072018e+00	6.6946610657e-01	5.0652074521e-01	3.2354431293e-16
3.2303075769e+00	6.6829903098e-01	5.0615351935e-01	3.5242638756e-16
3.2318079520e+00	6.6712928935e-01	5.0578473351e-01	3.8355475669e-16
3.2333083271e+00	6.6595689801e-01	5.0541439045e-01	4.1705606739e-16
3.2348087022e+00	6.6478117322e-01	5.0504210605e-01	4.5377382302e-16
3.2363090773e+00	6.6360225998e-01	5.0466788728e-01	4.9407968337e-16
3.2378094524e+00	6.6242077864e-01	5.0429212519e-01	5.3750435084e-16
3.2393098275e+00	6.6123674552e-01	5.0391482260e-01	5.8422275858e-16
3.2408102026e+00	6.6004950200e-01	5.0353559964e-01	6.3540393673e-16
3.2423105776e+00	6.5885919161e-01	5.0315446335e-01	6.9156082394e-16
3.2438109527e+00	6.5766641086e-01	5.0277180066e-01	7.5204080555e-16
3.2453113278e+00	6.5647117601e-01	5.0238761440e-01	8.1708510625e-16
3.2468117029e+00	6.5527285364e-01	5.0200152902e-01	8.8831123953e-16
3.2483120780e+00	6.5407158556e-01	5.0161355167e-01	9.6642594240e-16
3.2498124531e+00	6.5286794460e-01	5.0122406504e-01	1.0505231781e-15
3.2513128282e+00	6.5166194698e-01	5.0083307201e-01	1.1409350275e-15
3.2528132033e+00	6.5045298443e-01	5.0044020139e-01	1.2398958510e-15
3.2543135784e+00	6.4924119688e-01	5.0004546042e-01	1.3483777742e-15
3.2558139535e+00	6.4802713361e-01	4.9964922753e-01	1.4651250128e-15
3.2573143286e+00	6.4681081080e-01	4.9925150563e-01	1.5905939587e-15
3.2588147037e+00	6.4559164534e-01	4.9885192794e-01	1.7278659646e-15
3.2603150788e+00	6.4436977506e-01	4.9845050179e-01	1.8782759618e-15
3.2618154539e+00	6.4314572589e-01	4.9804760129e-01	2.0400862916e-15
3.2633158290e+00	6.4191951392e-01	4.9764322938e-01	2.2139231407e-15
3.2648162041e+00	6.4069058121e-01	4.9723702376e-01	2.4040289153e-15
3.2663165791e+00	6.3945906328e-01	4.9682899184e-01	2.6122336823e-15
3.2678169542e+00	6.3822546288e-01	4.9641950334e-01	2.8361369853e-15
3.2693173293e+00	6.3698979601e-01	4.9600856125e-01	3.0765965358e-15
3.2708177044e+00	6.3575152988e-01	4.9559580778e-01	3.3394436357e-15
3.2723180795e+00	6.3451079750e-01	4.9518125042e-01	3.6271829297e-15
3.2738184546e+00	6.3326807862e-01	4.9476525447e-01	3.9365038472e-15
3.2753188297e+00	6.3202338916e-01	4.9434782294e-01	4.2685792570e-15
3.2768192048e+00	6.3077622141e-01	4.9392860261e-01	4.6314112055e-15
3.2783195799e+00	6.2952670570e-01	4.9350760106e-01	5.0284218193e-15
3.2798199550e+00	6.2827529897e-01	4.9308517910e-01	5.4550529186e-15
3.2813203301e+00	6.2702201706e-01	4.9266133977e-01	5.9129056402e-15
3.2828207052e+00	6.2576637726e-01	4.9223573448e-01	6.4129427102e-15
3.2843210803e+00	6.2450850708e-01	4.9180837087e-01	6.9598319743e-15
3.2858214554e+00	6.2324884081e-01	4.9137960523e-01	7.5473078800e-15
3.2873218305e+00	6.2198739423e-01	4.9094944063e-01	8.1775525420e-15
3.2888222056e+00	6.2072370957e-01	4.9051753312e-01	8.8655599724e-15
3.2903225806e+00	6.1945791129e-01	4.9008389044e-01	9.6176865086e-15
3.2918229557e+00	6.1819041131e-01	4.8964886429e-01	1.0425333972e-14
3.2933233308e+00	6.1692122528e-01	4.8921245778e-01	1.1291471271e-14
3.2948237059e+00	6.1564992033e-01	4.8877433166e-01	1.2236572214e-14
3.2963240810e+00	6.1437661770e-01	4.8833449374e-01	1.3269277865e-14
3.2978244561e+00	6.1310170712e-01	4.8789329109e-01	1.4377808569e-14
3.2993248312e+00	6.1182520415e-01	4.8745072684e-01	1.5566196929e-14
3.3008252063e+00	6.1054670071e-01	4.8700646651e-01	1.6862353005e-14
3.3023255814e+00	6.0926631463e-01	4.8656051798e-01	1.8278004058e-14
3.3038259565e+00	6.0798441372e-01	4.8611322363e-01	1.9797038540e-14
3.3053263316e+00	6.0670101341e-01	4.8566458664e-01	2.1424924635e-14
3.3068267067e+00	6.0541573031e-01	4.8521427729e-01	2.3199646626e-14
3.3083270818e+00	6.0412867870e-01	4.8476230355e-01	2.5137093452e-14
3.3098274569e+00	6.0284020467e-01	4.8430900308e-01	2.7215265224e-14
3.3113278320e+00	6.0155032355e-01	4.8385437909e-01	2.9441564292e-14
3.3128282071e+00	6.0025867649e-01	4.8339810668e-01	3.1867599946e-14
3.3143285821e+00	5.9896537409e-01	4.8294019390e-01	3.4514863442e-14
3.3158289572e+00	5.9767074095e-01	4.8248097364e-01	3.7353364392e-14
3.3173293323e+00	5.9637479227e-01	4.8202044913e-01	4.0393106582e-14
3.3188297074e+00	5.9507719367e-01	4.8155830035e-01	4.3704095554e-14
3.3203300825e+00	5.9377805187e-01	4.8109453541e-01	4.7315351263e-14
3.3218304576e+00	5.9247767025e-01	4.8062948241e-01	5.1186058527e-14
3.3233308327e+00	5.9117606388e-01	4.8016314458e-01	5.5329714033e-14
3.3248312078e+00	5.8987292270e-01	4.7969520684e-01	5.9841119723e-14
3.3263315829e+00	5.8856834939e-01	4.7922567733e-01	6.4759395649e-14
3.3278319580e+00	5.8726262639e-01	4.7875487932e-01	7.0029086993e-14
3.3293323331e+00	5.8595576862e-01	4.7828281607e-01	7.5668372234e-14
3.3308327082e+00	5.8464749020e-01	4.7780917744e-01	8.1805420104e-14
3.3323330833e+00	5.8333788963e-01	4.7733397162e-01	8.8492877087e-14
3.3338334584e+00	5.8202722865e-01	4.7685751701e-01	9.5655522989e-14
3.3353338335e+00	5.8071552206e-01	4.7637981690e-01	1.0331780083e-13
3.3368342086e+00	5.7940250798e-01	4.7590056610e-01	1.1165270291e-13
3.3383345836e+00	5.7808828058e-01	4.7541977289e-01	1.2073095961e-13
3.3398349587e+00	5.7677308120e-01	4.7493775073e-01	1.3045071017e-13
3.3413353338e+00	5.7545692448e-01	4.7445450293e-01	1.4084476554e-13
3.3428357089e+00	5.7413957240e-01	4.7396972933e-01	1.5214623034e-13
3.3443360840e+00	5.7282111466e-01	4.7348343825e-01	1.6444997032e-13
3.3458364591e+00	5.7150177247e-01	4.7299593820e-01	1.7761827823e-13
3.3473368342e+00	5.7018156031e-01	4.7250723252e-01	1.9169512335e-13
3.3488372093e+00	5.6886026383e-01	4.7201702608e-01	2.0699408997e-13
3.3503375844e+00	5.6753796816e-01	4.7152532725e-01	2.2364219995e-13
3.3518379595e+00	5.6621487462e-01	4.7103243956e-01	2.4145359439e-13
3.3533383346e+00	5.6489099756e-01	4.7053836637e-01	2.6048709603e-13
3.3548387097e+00	5.6356614611e-01	4.7004281762e-01	2.8116385475e-13
3.3563390848e+00	5.6224040067e-01	4.6954580173e-01	3.0365366094e-13
3.3578394599e+00	5.6091394301e-01	4.6904761721e-01	3.2770608442e-13
3.3593398350e+00	5.5958678731e-01	4.6854826744e-01	3.5339968611e-13
3.3608402101e+00	5.5825876598e-01	4.6804746745e-01	3.8129913994e-13
3.3623405851e+00	5.5692995460e-01	4.6754522573e-01	4.1163102139e-13
3.3638409602e+00	5.5560051565e-01	4.6704183572e-01	4.4405845725e-13
3.3653413353e+00	5.5427046314e-01	4.6653730082e-01	4.7868619241e-13
3.3668417104e+00	5.5293965260e-01	4.6603134120e-01	5.1627007963e-13
3.3683420855e+00	5.5160815461e-01	4.6552396539e-01	5.5711195922e-13
3.3698424606e+00	5.5027611269e-01	4.6501546174e-01	6.0075943139e-13
3.3713428357e+00	5.4894354070e-01	4.6450583367e-01	6.4735191561e-13
3.3728432108e+00	5.4761031702e-01	4.6399480651e-01	6.9789948957e-13
3.3743435859e+00	5.4627650717e-01	4.6348238882e-01	7.5280357948e-13
3.3758439610e+00	5.4494223600e-01	4.6296886386e-01	8.1145765257e-13
3.3773443361e+00	5.4360751718e-01	4.6245423506e-01	8.7404696726e-13
3.3788447112e+00	5.4227225176e-01	4.6193823291e-01	9.4191909000e-13
3.3803450863e+00	5.4093650008e-01	4.6142086602e-01	1.0156069847e-12
3.3818454614e+00	5.3960036863e-01	4.6090241253e-01	1.0942988275e-12
3.3833458365e+00	5.3826387088e-01	4.6038287586e-01	1.1782403699e-12
3.3848462116e+00	5.3692693034e-01	4.5986199173e-01	1.2692264410e-12
3.3863465866e+00	5.3558960204e-01	4.5933976877e-01	1.3679634444e-12
3.3878469617e+00	5.3425197442e-01	4.5881647994e-01	1.4733665929e-12
3.3893473368e+00	5.3291406078e-01	4.5829212871e-01	1.5857613308e-12
3.3908477119e+00	5.3157580682e-01	4.5776645599e-01	1.7075342229e-12
3.3923480870e+00	5.3023726218e-01	4.5723947047e-01	1.8396199664e-12
3.3938484621e+00	5.2889849757e-01	4.5671143991e-01	1.9805714476e-12
3.3953488372e+00	5.2755952611e-01	4.5618236781e-01	2.1308189158e-12
3.3968492123e+00	5.2622031544e-01	4.5565200031e-01	2.2935304812e-12
3.3983495874e+00	5.2488090973e-01	4.5512034611e-01	2.4699408137e-12
3.3998499625e+00	5.2354136226e-01	4.5458766781e-01	2.6581226750e-12
3.4013503376e+00	5.2220168596e-01	4.5405396889e-01	2.8586439042e-12
3.4028507127e+00	5.2086187020e-01	4.5351900074e-01	3.0757030955e-12
3.4043510878e+00	5.1952195355e-01	4.5298277213e-01	3.3109283918e-12
3.4058514629e+00	5.1818197221e-01	4.5244554040e-01	3.5617574176e-12
3.4073518380e+00	5.1684193892e-01	4.5190730904e-01	3.8289383282e-12
3.4088522131e+00	5.1550186449e-01	4.5136783475e-01	4.1180261203e-12
3.4103525881e+00	5.1416178183e-01	4.5082712628e-01	4.4311641545e-12
3.4118529632e+00	5.1282171040e-01	4.5028543576e-01	4.7649512916e-12
3.4133533383e+00	5.1148166271e-01	4.4974276668e-01	5.1203715862e-12
3.4148537134e+00	5.1014167076e-01	4.4919888102e-01	5.5047623954e-12
3.4163540885e+00	5.0880176174e-01	4.4865378758e-01	5.9209405349e-12
3.4178544636e+00	5.0746193866e-01	4.4810773319e-01	6.3643990838e-12
3.4193548387e+00	5.0612221384e-01	4.4756072139e-01	6.8364301738e-12
3.4208552138e+00	5.0478264018e-01	4.4701251943e-01	7.3467092537e-12
3.4223555889e+00	5.0344323907e-01	4.4646313614e-01	7.8989318952e-12
3.4238559640e+00	5.0210399741e-01	4.4591281308e-01	8.4871358624e-12
3.4253563391e+00	5.0076492731e-01	4.4536155380e-01	9.1130149248e-12
3.4268567142e+00	4.9942610232e-01	4.4480913087e-01	9.7893063955e-12
3.4283570893e+00	4.9808753795e-01	4.4425555312e-01	1.0520850486e-11
3.4298574644e+00	4.9674920531e-01	4.4370105684e-01	1.1299772899e-11
3.4313578395e+00	4.9541111632e-01	4.4314564556e-01	1.2128290102e-11
3.4328582146e+00	4.9407336488e-01	4.4258909719e-01	1.3023142249e-11
3.4343585896e+00	4.9273596056e-01	4.4203142059e-01	1.3990657912e-11
3.4358589647e+00	4.9139885902e-01	4.4147284672e-01	1.5020454942e-11
3.4373593398e+00	4.9006207198e-01	4.4091337915e-01	1.6115428856e-11
3.4388597149e+00	4.8872571340e-01	4.4035280108e-01	1.7297543869e-11
3.4403600900e+00	4.8738978686e-01	4.3979112142e-01	1.8575060466e-11
3.4418604651e+00	4.8605423291e-01	4.3922856581e-01	1.9934312830e-11
3.4433608402e+00	4.8471906306e-01	4.3866513780e-01	2.1379077113e-11
3.4448612153e+00	4.8338441103e-01	4.3810062597e-01	2.2938123728e-11
3.4463615904e+00	4.8205027437e-01	4.3753503921e-01	2.4622216411e-11
3.4478619655e+00	4.8071657883e-01	4.3696859785e-01	2.6413397232e-11
3.4493623406e+00	4.7938333574e-01	4.3640130544e-01	2.8316582396e-11
3.4508627157e+00	4.7805069827e-01	4.3583295590e-01	3.0369394641e-11
3.4523630908e+00	4.7671865788e-01	4.3526355814e-01	3.2585835561e-11
3.4538634659e+00	4.7538712589e-01	4.3469332715e-01	3.4942346585e-11
3.4553638410e+00	4.7405611340e-01	4.3412226650e-01	3.7445317215e-11
3.4568642161e+00	4.7272579277e-01	4.3355017545e-01	4.0143864043e-11
3.4583645911e+00	4.7139614931e-01	4.3297706291e-01	4.3056169348e-11
3.4598649662e+00	4.7006708025e-01	4.3240313853e-01	4.6151378995e-11
3.4613653413e+00	4.6873859645e-01	4.3182840589e-01	4.9437783102e-11
3.4628657164e+00	4.6741088914e-01	4.3125266960e-01	5.2979396274e-11
3.4643660915e+00	4.6608393747e-01	4.3067593859e-01	5.6799789354e-11
3.4658664666e+00	4.6475762490e-01	4.3009841715e-01	6.0858621108e-11
3.4673668417e+00	4.6343196208e-01	4.2952010886e-01	6.5166629199e-11
3.4688672168e+00	4.6210715877e-01	4.2894082369e-01	6.9807105508e-11
3.4703675919e+00	4.6078318793e-01	4.2836057058e-01	7.4810554049e-11
3.4718679670e+00	4.5945991957e-01	4.2777954845e-01	8.0124317839e-11
3.4733683421e+00	4.5813736415e-01	4.2719776090e-01	8.5762280848e-11
3.4748687172e+00	4.5681574964e-01	4.2661502325e-01	9.1832635934e-11
3.4763690923e+00	4.5549504279e-01	4.2603134444e-01	9.8374791914e-11
3.4778694674e+00	4.5417510051e-01	4.2544691804e-01	1.0532013152e-10
3.4793698425e+00	4.5285593303e-01	4.2486174764e-01	1.1268657615e-10
3.4808702176e+00	4.5153778624e-01	4.2427565393e-01	1.2061442863e-10
3.4823705926e+00	4.5022062063e-01	4.2368864584e-01	1.2915451469e-10
3.4838709677e+00	4.4890428037e-01	4.2310091159e-01	1.3821756935e-10
3.4853713428e+00	4.4758877545e-01	4.2251245476e-01	1.4782668577e-10
3.4868717179e+00	4.4627436937e-01	4.2192310140e-01	1.5816350157e-10
3.4883720930e+00	4.4496101633e-01	4.2133286044e-01	1.6929345430e-10
3.4898724681e+00	4.4364854810e-01	4.2074191474e-01	1.8110061317e-10
3.4913728432e+00	4.4233697444e-01	4.2015026788e-01	1.9361468444e-10
3.4928732183e+00	4.4102657609e-01	4.1955775126e-01	2.0707042387e-10
3.4943735934e+00	4.3971730100e-01	4.1896437379e-01	2.2155193668e-10
3.4958739685e+00	4.3840896884e-01	4.1837031301e-01	2.3690891351e-10
3.4973743436e+00	4.3710158915e-01	4.1777557246e-01	2.5317950174e-10
3.4988747187e+00	4.3579545960e-01	4.1717998890e-01	2.7066660008e-10
3.5003750938e+00	4.3449052187e-01	4.1658357125e-01	2.8947812069e-10
3.5018754689e+00	4.3318658384e-01	4.1598649166e-01	3.0941950864e-10
3.5033758440e+00	4.3188365487e-01	4.1538875371e-01	3.3053966658e-10
3.5048762191e+00	4.3058204919e-01	4.1479019947e-01	3.5322876001e-10
3.5063765941e+00	4.2928170221e-01	4.1419083785e-01	3.7762500828e-10
3.5078769692e+00	4.2798241040e-01	4.1359083567e-01	4.0347701026e-10
3.5093773443e+00	4.2668418287e-01	4.1299019648e-01	4.3084734817e-10
3.5108777194e+00	4.2538735015e-01	4.1238876771e-01	4.6023775200e-10
3.5123780945e+00	4.2409184132e-01	4.1178655824e-01	4.9182495477e-10
3.5138784696e+00	4.2279744179e-01	4.1118372955e-01	5.2528464629e-10
3.5153788447e+00	4.2150416045e-01	4.1058028519e-01	5.6069677674e-10
3.5168792198e+00	4.2021234373e-01	4.0997607791e-01	5.9870545704e-10
3.5183795949e+00	4.1892191444e-01	4.0937111657e-01	6.3953627514e-10
3.5198799700e+00	4.1763264725e-01	4.0876555732e-01	6.8277157204e-10
3.5213803451e+00	4.1634455081e-01	4.0815940370e-01	7.2851330944e-10
3.5228807202e+00	4.1505798714e-01	4.0755251377e-01	7.7758699316e-10
3.5243810953e+00	4.1377287278e-01	4.0694489639e-01	8.3028007359e-10
3.5258814704e+00	4.1248897196e-01	4.0633670237e-01	8.8605558001e-10
3.5273818455e+00	4.1120629313e-01	4.0572793524e-01	9.4504332090e-10
3.5288822206e+00	4.0992521352e-01	4.0511845836e-01	1.0082995009e-09
3.5303825956e+00	4.0864564345e-01	4.0450828058e-01	1.0761897633e-09
3.5318829707e+00	4.0736733703e-01	4.0389754738e-01	1.1480249065e-09
3.5333833458e+00	4.0609030249e-01	4.0328626229e-01	1.2239699047e-09
3.5348837209e+00	4.0481493196e-01	4.0267429397e-01	1.3053738574e-09
3.5363840960e+00	4.0354112951e-01	4.0206165123e-01	1.3927010656e-09
3.5378844711e+00	4.0226863950e-01	4.0144847425e-01	1.4850684316e-09
3.5393848462e+00	4.0099746993e-01	4.0083476654e-01	1.5826852590e-09
3.5408852213e+00	3.9972802747e-01	4.0022040205e-01	1.6872718599e-09
3.5423855964e+00	3.9846020999e-01	3.9960538956e-01	1.7994167907e-09
3.5438859715e+00	3.9719375239e-01	3.9898986395e-01	1.9179904182e-09
3.5453863466e+00	3.9592866246e-01	3.9837382874e-01	2.0432578262e-09
3.5468867217e+00	3.9466536106e-01	3.9775716311e-01	2.1774089817e-09
3.5483870968e+00	3.9340373990e-01	3.9713987584e-01	2.3211886535e-09
3.5498874719e+00	3.9214352473e-01	3.9652209651e-01	2.4731542894e-09
3.5513878470e+00	3.9088472312e-01	3.9590382864e-01	2.6336410351e-09
3.5528882221e+00	3.8962776979e-01	3.9528495664e-01	2.8054320263e-09
3.5543885971e+00	3.8837255029e-01	3.9466548928e-01	2.9894680682e-09
3.5558889722e+00	3.8711878158e-01	3.9404555086e-01	3.1839101211e-09
3.5573893473e+00	3.8586647100e-01	3.9342514488e-01	3.3891811741e-09
3.5588897224e+00	3.8461606678e-01	3.9280416100e-01	3.6088122222e-09
3.5603900975e+00	3.8336744834e-01	3.9218260794e-01	3.8439896390e-09
3.5618904726e+00	3.8212032416e-01	3.9156060476e-01	4.0923728886e-09
3.5633908477e+00	3.8087470136e-01	3.9093815495e-01	4.3544948977e-09
3.5648912228e+00	3.7963104131e-01	3.9031515336e-01	4.6348279080e-09
3.5663915979e+00	3.7838921739e-01	3.8969160868e-01	4.9348653532e-09
3.5678919730e+00	3.7714892987e-01	3.8906763475e-01	5.2516334881e-09
3.5693923481e+00	3.7591018565e-01	3.8844323503e-01	5.5858025801e-09
3.5708927232e+00	3.7467345893e-01	3.8781830956e-01	5.9430274431e-09
3.5723930983e+00	3.7343861704e-01	3.8719286702e-01	6.3251847656e-09
3.5738934734e+00	3.7220535240e-01	3.8656701600e-01	6.7285026842e-09
3.5753938485e+00	3.7097367167e-01	3.8594075996e-01	7.1538227298e-09
3.5768942236e+00	3.6974406152e-01	3.8531400412e-01	7.6082828886e-09
3.5783945986e+00	3.6851638330e-01	3.8468675709e-01	8.0942373384e-09
3.5798949737e+00	3.6729032184e-01	3.8405912229e-01	8.6069100015e-09
3.5813953488e+00	3.6606588363e-01	3.8343110315e-01	9.1473555862e-09
3.5828957239e+00	3.6484356741e-01	3.8280261003e-01	9.7245690031e-09
3.5843960990e+00	3.6362322861e-01	3.8217365153e-01	1.0341498243e-08
3.5858964741e+00	3.6240454481e-01	3.8154432586e-01	1.0992105913e-08
3.5873968492e+00	3.6118752227e-01	3.8091463646e-01	1.1677711588e-08
3.5888972243e+00	3.5997267151e-01	3.8028449879e-01	1.2409630961e-08
3.5903975994e+00	3.5875984206e-01	3.7965392142e-01	1.3191549155e-08
3.5918979745e+00	3.5754870455e-01	3.7902299740e-01	1.4015847313e-08
3.5933983496e+00	3.5633926503e-01	3.7839173015e-01	1.4884173500e-08
3.5948987247e+00	3.5513204542e-01	3.7776004024e-01	1.5810738830e-08
3.5963990998e+00	3.5392688945e-01	3.7712793618e-01	1.6800141796e-08
3.5978994749e+00	3.5272346108e-01	3.7649550590e-01	1.7842784156e-08
3.5993998500e+00	3.5152176613e-01	3.7586275280e-01	1.8940720623e-08
3.6009002251e+00	3.5032233762e-01	3.7522960251e-01	2.0111768302e-08
3.6024006002e+00	3.4912501349e-01	3.7459606352e-01	2.1361655361e-08
3.6039009752e+00	3.4792945135e-01	3.7396221862e-01	2.2678310482e-08
3.6054013503e+00	3.4673565679e-01	3.7332807120e-01	2.4064290868e-08
3.6069017254e+00	3.4554417357e-01	3.7269355196e-01	2.5541896650e-08
3.6084021005e+00	3.4435483393e-01	3.7205866931e-01	2.7118250648e-08
3.6099024756e+00	3.4316728939e-01	3.7142350098e-01	2.8778197086e-08
3.6114028507e+00	3.4198154534e-01	3.7078805032e-01	3.0524912940e-08
3.6129032258e+00	3.4079815592e-01	3.7015225306e-01	3.2386261894e-08
3.6144036009e+00	3.3961694772e-01	3.6951611756e-01	3.4371085376e-08
3.6159039760e+00	3.3843756649e-01	3.6887971648e-01	3.6460387416e-08
3.6174043511e+00	3.3726001741e-01	3.6824305318e-01	3.8658108019e-08
3.6189047262e+00	3.3608486464e-01	3.6760606834e-01	4.0999003181e-08
3.6204051013e+00	3.3491192923e-01	3.6696877029e-01	4.3494028258e-08
3.6219054764e+00	3.3374085139e-01	3.6633122667e-01	4.6119414621e-08
3.6234058515e+00	3.3257163612e-01	3.6569344079e-01	4.8880039941e-08
3.6249062266e+00	3.3140485725e-01	3.6505535831e-01	5.1819183538e-08
3.6264066017e+00	3.3024033036e-01	3.6441698751e-01	5.4950396144e-08
3.6279069767e+00	3.2907769043e-01	3.6377839101e-01	5.8243988084e-08
3.6294073518e+00	3.2791694224e-01	3.6313957211e-01	6.1705987175e-08
3.6309077269e+00	3.2675866898e-01	3.6250048140e-01	6.5390194359e-08
3.6324081020e+00	3.2560268083e-01	3.6186112709e-01	6.9313340952e-08
3.6339084771e+00	3.2444860779e-01	3.6122156684e-01	7.3438404537e-08
3.6354088522e+00	3.2329645444e-01	3.6058180393e-01	7.7772821090e-08
3.6369092273e+00	3.2214681300e-01	3.5994179383e-01	8.2383356931e-08
3.6384096024e+00	3.2099948830e-01	3.5930154473e-01	8.7290633896e-08
3.6399099775e+00	3.1985410566e-01	3.5866110930e-01	9.2448564658e-08
3.6414103526e+00	3.1871066946e-01	3.5802049083e-01	9.7866306047e-08
3.6429107277e+00	3.1756978060e-01	3.5737964963e-01	1.0362657271e-07
3.6444111028e+00	3.1643123865e-01	3.5673859385e-01	1.0975473655e-07
3.6459114779e+00	3.1529466451e-01	3.5609737125e-01	1.1619352390e-07
3.6474118530e+00	3.1416006235e-01	3.5545598507e-01	1.2295419066e-07
3.6489122281e+00	3.1302804144e-01	3.5481440049e-01	1.3013903411e-07
3.6504126032e+00	3.1189839614e-01	3.5417262556e-01	1.3777921486e-07
3.6519129782e+00	3.1077074323e-01	3.5353070319e-01	1.4580367959e-07
3.6534133533e+00	3.0964508667e-01	3.5288863658e-01	1.5422623982e-07
3.6549137284e+00	3.0852204373e-01	3.5224639571e-01	1.6317319505e-07
3.6564141035e+00	3.0740140371e-01	3.5160398858e-01	1.7268274721e-07
3.6579144786e+00	3.0628277945e-01	3.5096145322e-01	1.8266689898e-07
3.6594148537e+00	3.0516617475e-01	3.5031879285e-01	1.9314256760e-07
3.6609152288e+00	3.0405221454e-01	3.4967598217e-01	2.0426541928e-07
3.6624156039e+00	3.0294068313e-01	3.4903302913e-01	2.1608220480e-07
3.6639159790e+00	3.0183118972e-01	3.4838996697e-01	2.2848412916e-07
3.6654163541e+00	3.0072373790e-01	3.4774679884e-01	2.4149187663e-07
3.6669167292e+00	2.9961895997e-01	3.4710350420e-01	2.5529697931e-07
3.6684171043e+00	2.9851663533e-01	3.4646009094e-01	2.6995654765e-07
3.6699174794e+00	2.9741636976e-01	3.4581658749e-01	2.8533630441e-07
3.6714178545e+00	2.9631816669e-01	3.4517299700e-01	3.0146149452e-07
3.6729182296e+00	2.9522266544e-01	3.4452930360e-01	3.1856737483e-07
3.6744186047e+00	2.9412964058e-01	3.4388551511e-01	3.3672358623e-07
3.6759189797e+00	2.9303869475e-01	3.4324165524e-01	3.5576468549e-07
3.6774193548e+00	2.9194983118e-01	3.4259772711e-01	3.7572142849e-07
3.6789197299e+00	2.9086369592e-01	3.4195371947e-01	3.9688228208e-07
3.6804201050e+00	2.8978005879e-01	3.4130964011e-01	4.1933201450e-07
3.6819204801e+00	2.8869851954e-01	3.4066550802e-01	4.4286713340e-07
3.6834208552e+00	2.8761908120e-01	3.4002132627e-01	4.6752504143e-07
3.6849212303e+00	2.8654239621e-01	3.3937708826e-01	4.9365884165e-07
3.6864216054e+00	2.8546822978e-01	3.3873280169e-01	5.2137153014e-07
3.6879219805e+00	2.8439617895e-01	3.3808848086e-01	5.5041324574e-07
3.6894223556e+00	2.8332624659e-01	3.3744412886e-01	5.8082939250e-07
3.6909227307e+00	2.8225909120e-01	3.3679974362e-01	6.1305144790e-07
3.6924231058e+00	2.8119447348e-01	3.3615533278e-01	6.4720433009e-07
3.6939234809e+00	2.8013198801e-01	3.3551090603e-01	6.8298177202e-07
3.6954238560e+00	2.7907163747e-01	3.3486646641e-01	7.2043879149e-07
3.6969242311e+00	2.7801408615e-01	3.3422201638e-01	7.6010172688e-07
3.6984246062e+00	2.7695909028e-01	3.3357756352e-01	8.0212181096e-07
3.6999249812e+00	2.7590624225e-01	3.3293311292e-01	8.4612428497e-07
3.7014253563e+00	2.7485554456e-01	3.3228866760e-01	8.9217569565e-07
3.7029257314e+00	2.7380766694e-01	3.3164423450e-01	9.4091698873e-07
