# x_val	CDF(x)
0.000000e+00	2.359713e-02
2.100000e-03	2.364242e-02
5.200000e-03	4.163311e-02
1.300000e-02	6.372139e-02
3.300000e-02	7.352363e-02
8.200000e-02	5.716745e-01
2.000000e-01	5.716745e-01
5.100000e-01	8.954726e-01
1.300000e+00	9.440120e-01
3.200000e+00	9.486100e-01
8.000000e+00	1.000000e+00
2.000000e+01	1.000000e+00
5.000000e+01	1.000000e+00
