# x_val	CDF(x)
0.000000e+00	2.439456e-01
2.100000e-03	2.439456e-01
5.200000e-03	2.439456e-01
1.300000e-02	2.439456e-01
3.300000e-02	2.772904e-01
8.200000e-02	3.592453e-01
2.000000e-01	8.332672e-01
5.100000e-01	9.999099e-01
1.300000e+00	9.999099e-01
3.200000e+00	1.000000e+00
8.000000e+00	1.000000e+00
2.000000e+01	1.000000e+00
5.000000e+01	1.000000e+00
