# x_val	CDF(x)
0.000000e+00	3.067772e-03
2.100000e-03	6.648742e-03
5.200000e-03	1.043429e-02
1.300000e-02	1.327813e-02
3.300000e-02	2.823655e-01
8.200000e-02	2.859219e-01
2.000000e-01	5.643166e-01
5.100000e-01	5.644069e-01
1.300000e+00	5.644372e-01
3.200000e+00	9.999376e-01
8.000000e+00	9.999489e-01
2.000000e+01	1.000000e+00
5.000000e+01	1.000000e+00
