Dose	Fit_Response
0.000000	5303.644932
0.002100	5303.702064
0.005200	5303.786402
0.013000	5303.998607
0.033000	5304.542723
0.082000	5305.875807
0.200000	5309.086092
0.510000	5317.519891
1.300000	5339.012475
3.200000	5390.703500
8.000000	5521.291352
20.000000	5847.760982
50.000000	6663.935058
